Time [s],BHP [Pa],Total rate [kg/s],Total surface Volumetric rate [sm3/s],Phase0 surface volumetric rate [sm3/s],Phase1 surface volumetric rate [sm3/s],Phase2 surface volumetric rate [sm3/s]
3.93522e+07,1.93536e+06,4.07482e+07,15.4436,0.0153585,0,0,0.0153585
4.12876e+07,3.87072e+06,4.07361e+07,15.4436,0.0153585,0,0,0.0153585
4.51583e+07,3.87072e+06,4.07132e+07,15.5138,0.0154283,0,0,0.0154283
4.9029e+07,5.616e+06,4.06306e+07,15.5375,0.0154518,0,0,0.0154518
5.4645e+07,5.616e+06,4.05361e+07,15.546,0.0154603,0,0,0.0154603
6.0261e+07,2.8542e+06,4.04916e+07,15.5542,0.0154684,0,0,0.0154684
6.31152e+07,5.616e+06,4.03839e+07,15.5542,0.0154684,0,0,0.0154684
6.87312e+07,5.616e+06,4.02783e+07,15.5541,0.0154684,0,0,0.0154684
7.43472e+07,5.616e+06,4.01771e+07,15.5505,0.0154647,0,0,0.0154647
7.99632e+07,2.808e+06,4.01307e+07,15.5401,0.0154544,0,0,0.0154544
8.27712e+07,2.808e+06,4.00831e+07,15.5205,0.0154349,0,0,0.0154349
8.55792e+07,2.808e+06,4.00312e+07,15.4905,0.0154051,0,0,0.0154051
8.83872e+07,2.808e+06,3.99907e+07,15.4905,0.0154051,0,0,0.0154051
9.11952e+07,1.404e+06,3.99514e+07,15.4601,0.0153748,0,0,0.0153748
9.25992e+07,1.404e+06,3.99279e+07,15.4902,0.0154048,0,0,0.0154048
9.40032e+07,1.404e+06,3.98903e+07,15.4902,0.0154048,0,0,0.0154048
9.54072e+07,1.404e+06,3.9848e+07,15.494,0.0154086,0,0,0.0154086
9.68112e+07,1.404e+06,3.97996e+07,15.494,0.0154086,0,0,0.0154086
9.82152e+07,1.404e+06,3.97483e+07,15.494,0.0154086,0,0,0.0154086
9.96192e+07,1.404e+06,3.97102e+07,15.5135,0.015428,0,0,0.015428
1.01023e+08,1.404e+06,3.96685e+07,15.5135,0.015428,0,0,0.015428
1.02427e+08,1.404e+06,3.96266e+07,15.5135,0.015428,0,0,0.015428
1.03831e+08,1.404e+06,3.95751e+07,15.5053,0.0154198,0,0,0.0154198
1.05235e+08,1.404e+06,3.95207e+07,15.5053,0.0154198,0,0,0.0154198
1.06639e+08,1.404e+06,3.94623e+07,15.5053,0.0154198,0,0,0.0154198
1.08043e+08,2.808e+06,3.93528e+07,15.534,0.0154484,0,0,0.0154484
1.10851e+08,2.808e+06,3.92298e+07,15.534,0.0154484,0,0,0.0154484
1.13659e+08,1.404e+06,3.91705e+07,15.5447,0.015459,0,0,0.015459
1.15063e+08,1.404e+06,3.9105e+07,15.5447,0.015459,0,0,0.015459
1.16467e+08,1.404e+06,3.90597e+07,15.586,0.0155001,0,0,0.0155001
1.17871e+08,1.404e+06,3.90029e+07,15.586,0.0155001,0,0,0.0155001
1.19275e+08,1.404e+06,3.8946e+07,15.586,0.0155001,0,0,0.0155001
1.20679e+08,1.404e+06,3.89059e+07,15.6058,0.0155198,0,0,0.0155198
1.22083e+08,1.404e+06,3.88649e+07,15.6058,0.0155198,0,0,0.0155198
1.23487e+08,1.404e+06,3.88398e+07,15.6286,0.0155425,0,0,0.0155425
1.24891e+08,1.3392e+06,3.88118e+07,15.6286,0.0155425,0,0,0.0155425
1.2623e+08,1.3392e+06,3.87841e+07,15.6286,0.0155425,0,0,0.0155425
1.2757e+08,2.6784e+06,3.87351e+07,15.6314,0.0155452,0,0,0.0155452
1.30248e+08,5.3568e+06,3.86218e+07,15.6314,0.0155452,0,0,0.0155452
1.35605e+08,5.3568e+06,3.82862e+07,14.9283,0.014846,0,0,0.014846
1.40962e+08,5.3568e+06,3.80372e+07,14.4154,0.0143359,0,0,0.0143359
1.46318e+08,5.616e+06,3.7811e+07,13.9507,0.0138738,0,0,0.0138738
1.51934e+08,5.616e+06,3.76197e+07,13.5664,0.0134916,0,0,0.0134916
1.5755e+08,237600,3.74519e+07,13.0741,0.013002,0,0,0.013002
1.57788e+08,237600,3.73843e+07,12.9076,0.0128364,0,0,0.0128364
1.58026e+08,475200,3.73713e+07,12.9076,0.0128364,0,0,0.0128364
