Time [s],Min pressure [Pa],Average pressure [Pa],Max pressure [Pa],Min delta pressure [Pa],Max delta pressure [Pa],Min temperature [Pa],Average temperature [Pa],Max temperature [Pa],Total dynamic pore volume [rm^3],Phase mass [kg] dynamic pore volume [rm^3],Phase dynamic pore volume (phase 0) [kg],Phase dynamic pore volume (phase 1) [kg],Phase (phase 0) [kg],Phase (phase 1) [kg],Trapped phase mass (metric 1) (phase 0) [kg],Trapped phase mass (metric 1) (phase 1) [kg],Non-trapped phase mass (metric 1) (phase 0) [kg],Non-trapped phase mass (metric 1) (phase 1) [kg],Immobile phase mass (metric 2) (phase 0) [kg],Immobile phase mass (metric 2) (phase 1) [kg],Mobile phase mass (metric 2) (phase 0) [kg],Mobile phase mass (metric 2) (phase 1) [kg],Component 0 (phase 0) mass [kg],Component 1 (phase 0) mass [kg],Component 0 (phase 1) mass [kg],Component 1 (phase 1) mass [kg]
100,1076291.1334100324,1100112.792739614,1138028.4706353836,-23708.866589967627,38028.47063538362,368.15,368.1500174861894,368.15,990.1001127404872,0,990.1,0,952743,0,47637.1,0,905106,0,0,0,952743,0,0,0.20002244284059095,952742.6917433362
