Time,"elementCenter:0","elementCenter:1","elementCenter:2","temperature"
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,nan,nan,nan,nan
1e+05,0.10099,0.0009915,0.05,98.477
1e+05,0.10099,0.0009915,0.05,98.477
1e+05,0.10099,0.0009915,0.05,98.477
1e+05,0.10299,0.0010111,0.05,95.492
1e+05,0.10299,0.0010111,0.05,95.492
1e+05,0.10499,0.0010308,0.05,92.573
1e+05,0.10499,0.0010308,0.05,92.573
1e+05,0.10734,0.0010538,0.05,89.221
1e+05,0.10734,0.0010538,0.05,89.221
1e+05,0.11004,0.0010803,0.05,85.495
1e+05,0.11004,0.0010803,0.05,85.495
1e+05,0.11004,0.0010803,0.05,85.495
1e+05,0.11274,0.0011068,0.05,81.898
1e+05,0.11274,0.0011068,0.05,81.898
1e+05,0.11274,0.0011068,0.05,81.898
1e+05,0.11544,0.0011334,0.05,78.431
1e+05,0.11544,0.0011334,0.05,78.431
1e+05,0.11814,0.0011599,0.05,75.096
1e+05,0.11814,0.0011599,0.05,75.096
1e+05,0.11814,0.0011599,0.05,75.096
1e+05,0.12084,0.0011864,0.05,71.891
1e+05,0.12084,0.0011864,0.05,71.891
1e+05,0.12084,0.0011864,0.05,71.891
1e+05,0.12354,0.0012129,0.05,68.816
1e+05,0.12354,0.0012129,0.05,68.816
1e+05,0.12624,0.0012394,0.05,65.869
1e+05,0.12624,0.0012394,0.05,65.869
1e+05,0.12624,0.0012394,0.05,65.869
1e+05,0.12894,0.0012659,0.05,63.049
1e+05,0.12894,0.0012659,0.05,63.049
1e+05,0.12894,0.0012659,0.05,63.049
1e+05,0.13164,0.0012924,0.05,60.352
1e+05,0.13164,0.0012924,0.05,60.352
1e+05,0.13164,0.0012924,0.05,60.352
1e+05,0.1343,0.0013185,0.05,57.811
1e+05,0.1343,0.0013185,0.05,57.811
1e+05,0.13695,0.0013445,0.05,55.394
1e+05,0.13695,0.0013445,0.05,55.394
1e+05,0.13695,0.0013445,0.05,55.394
1e+05,0.13965,0.001371,0.05,53.041
1e+05,0.13965,0.001371,0.05,53.041
1e+05,0.13965,0.001371,0.05,53.041
1e+05,0.1424,0.0013981,0.05,50.753
1e+05,0.1424,0.0013981,0.05,50.753
1e+05,0.14521,0.0014256,0.05,48.531
1e+05,0.14521,0.0014256,0.05,48.531
1e+05,0.14521,0.0014256,0.05,48.531
1e+05,0.14807,0.0014538,0.05,46.377
1e+05,0.14807,0.0014538,0.05,46.377
1e+05,0.14807,0.0014538,0.05,46.377
1e+05,0.151,0.0014824,0.05,44.292
1e+05,0.151,0.0014824,0.05,44.292
1e+05,0.151,0.0014824,0.05,44.292
1e+05,0.15397,0.0015117,0.05,42.275
1e+05,0.15397,0.0015117,0.05,42.275
1e+05,0.15397,0.0015117,0.05,42.275
1e+05,0.15701,0.0015415,0.05,40.326
1e+05,0.15701,0.0015415,0.05,40.326
1e+05,0.15701,0.0015415,0.05,40.326
1e+05,0.16011,0.0015719,0.05,38.446
1e+05,0.16011,0.0015719,0.05,38.446
1e+05,0.16011,0.0015719,0.05,38.446
1e+05,0.16327,0.001603,0.05,36.635
1e+05,0.16327,0.001603,0.05,36.635
1e+05,0.16327,0.001603,0.05,36.635
1e+05,0.16649,0.0016346,0.05,34.89
1e+05,0.16649,0.0016346,0.05,34.89
1e+05,0.16649,0.0016346,0.05,34.89
1e+05,0.16649,0.0016346,0.05,34.89
