Time,"elementCenter:0","elementCenter:1","elementCenter:2","pressure","temperature"
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,nan,nan,nan,nan,nan
20000,0.10099,0.0009915,0.05,7867.1,98.936
20000,0.10099,0.0009915,0.05,7867.1,98.936
20000,0.10299,0.0010111,0.05,23281,96.849
20000,0.10299,0.0010111,0.05,23281,96.849
20000,0.10499,0.0010308,0.05,38382,94.802
20000,0.10499,0.0010308,0.05,38382,94.802
20000,0.10734,0.0010538,0.05,55766,92.444
20000,0.10734,0.0010538,0.05,55766,92.444
20000,0.10734,0.0010538,0.05,55766,92.444
20000,0.11004,0.0010803,0.05,75199,89.805
20000,0.11004,0.0010803,0.05,75199,89.805
20000,0.11004,0.0010803,0.05,75199,89.805
20000,0.11274,0.0011068,0.05,94107,87.232
20000,0.11274,0.0011068,0.05,94107,87.232
20000,0.11274,0.0011068,0.05,94107,87.232
20000,0.11544,0.0011334,0.05,1.125e+05,84.724
20000,0.11544,0.0011334,0.05,1.125e+05,84.724
20000,0.11814,0.0011599,0.05,1.304e+05,82.279
20000,0.11814,0.0011599,0.05,1.304e+05,82.279
20000,0.11814,0.0011599,0.05,1.304e+05,82.279
20000,0.12084,0.0011864,0.05,1.4782e+05,79.895
20000,0.12084,0.0011864,0.05,1.4782e+05,79.895
20000,0.12084,0.0011864,0.05,1.4782e+05,79.895
20000,0.12354,0.0012129,0.05,1.6476e+05,77.57
20000,0.12354,0.0012129,0.05,1.6476e+05,77.57
20000,0.12624,0.0012394,0.05,1.8125e+05,75.301
20000,0.12624,0.0012394,0.05,1.8125e+05,75.301
20000,0.12624,0.0012394,0.05,1.8125e+05,75.301
20000,0.12894,0.0012659,0.05,1.9727e+05,73.088
20000,0.12894,0.0012659,0.05,1.9727e+05,73.088
20000,0.12894,0.0012659,0.05,1.9727e+05,73.088
20000,0.13164,0.0012924,0.05,2.1286e+05,70.93
20000,0.13164,0.0012924,0.05,2.1286e+05,70.93
20000,0.1343,0.0013185,0.05,2.2779e+05,68.854
20000,0.1343,0.0013185,0.05,2.2779e+05,68.854
20000,0.1343,0.0013185,0.05,2.2779e+05,68.854
20000,0.13695,0.0013445,0.05,2.4224e+05,66.837
20000,0.13695,0.0013445,0.05,2.4224e+05,66.837
20000,0.13695,0.0013445,0.05,2.4224e+05,66.837
20000,0.13965,0.001371,0.05,2.5657e+05,64.829
20000,0.13965,0.001371,0.05,2.5657e+05,64.829
20000,0.13965,0.001371,0.05,2.5657e+05,64.829
20000,0.1424,0.0013981,0.05,2.7075e+05,62.832
20000,0.1424,0.0013981,0.05,2.7075e+05,62.832
20000,0.14521,0.0014256,0.05,2.8478e+05,60.847
20000,0.14521,0.0014256,0.05,2.8478e+05,60.847
20000,0.14521,0.0014256,0.05,2.8478e+05,60.847
20000,0.14807,0.0014538,0.05,2.9865e+05,58.874
20000,0.14807,0.0014538,0.05,2.9865e+05,58.874
20000,0.14807,0.0014538,0.05,2.9865e+05,58.874
20000,0.151,0.0014824,0.05,3.1233e+05,56.915
20000,0.151,0.0014824,0.05,3.1233e+05,56.915
20000,0.151,0.0014824,0.05,3.1233e+05,56.915
20000,0.15397,0.0015117,0.05,3.2583e+05,54.971
20000,0.15397,0.0015117,0.05,3.2583e+05,54.971
20000,0.15397,0.0015117,0.05,3.2583e+05,54.971
20000,0.15701,0.0015415,0.05,3.3912e+05,53.043
20000,0.15701,0.0015415,0.05,3.3912e+05,53.043
20000,0.15701,0.0015415,0.05,3.3912e+05,53.043
20000,0.16011,0.0015719,0.05,3.5218e+05,51.132
20000,0.16011,0.0015719,0.05,3.5218e+05,51.132
20000,0.16011,0.0015719,0.05,3.5218e+05,51.132
20000,0.16327,0.001603,0.05,3.6501e+05,49.24
20000,0.16327,0.001603,0.05,3.6501e+05,49.24
20000,0.16327,0.001603,0.05,3.6501e+05,49.24
20000,0.16649,0.0016346,0.05,3.7758e+05,47.367
20000,0.16649,0.0016346,0.05,3.7758e+05,47.367
20000,0.16649,0.0016346,0.05,3.7758e+05,47.367
20000,0.16649,0.0016346,0.05,3.7758e+05,47.367
20000,0.16978,0.0016669,0.05,3.8989e+05,45.516
20000,0.16978,0.0016669,0.05,3.8989e+05,45.516
20000,0.16978,0.0016669,0.05,3.8989e+05,45.516
20000,0.17313,0.0016998,0.05,4.0191e+05,43.687
20000,0.17313,0.0016998,0.05,4.0191e+05,43.687
20000,0.17313,0.0016998,0.05,4.0191e+05,43.687
