Time,"elementCenter:0","elementCenter:1","elementCenter:2","pressure","temperature"
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,nan,nan,nan,nan,nan
10000,0.10099,0.0009915,0.05,11157,98.637
10000,0.10099,0.0009915,0.05,11157,98.637
10000,0.10299,0.0010111,0.05,33009,95.965
10000,0.10299,0.0010111,0.05,33009,95.965
10000,0.10499,0.0010308,0.05,54404,93.345
10000,0.10499,0.0010308,0.05,54404,93.345
