Time,"elementCenter:0","elementCenter:1","elementCenter:2","pressure","temperature"
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,nan,nan,nan,nan,nan
50000,0.10099,0.0009915,0.05,4623.8,99.199
50000,0.10099,0.0009915,0.05,4623.8,99.199
50000,0.10299,0.0010111,0.05,13685,97.628
50000,0.10299,0.0010111,0.05,13685,97.628
50000,0.10499,0.0010308,0.05,22567,96.087
50000,0.10499,0.0010308,0.05,22567,96.087
50000,0.10734,0.0010538,0.05,32796,94.311
50000,0.10734,0.0010538,0.05,32796,94.311
50000,0.10734,0.0010538,0.05,32796,94.311
50000,0.11004,0.0010803,0.05,44244,92.322
50000,0.11004,0.0010803,0.05,44244,92.322
50000,0.11004,0.0010803,0.05,44244,92.322
50000,0.11274,0.0011068,0.05,55397,90.382
50000,0.11274,0.0011068,0.05,55397,90.382
50000,0.11274,0.0011068,0.05,55397,90.382
50000,0.11544,0.0011334,0.05,66268,88.489
50000,0.11544,0.0011334,0.05,66268,88.489
50000,0.11814,0.0011599,0.05,76867,86.641
50000,0.11814,0.0011599,0.05,76867,86.641
50000,0.11814,0.0011599,0.05,76867,86.641
50000,0.12084,0.0011864,0.05,87204,84.836
50000,0.12084,0.0011864,0.05,87204,84.836
50000,0.12084,0.0011864,0.05,87204,84.836
50000,0.12354,0.0012129,0.05,97287,83.072
50000,0.12354,0.0012129,0.05,97287,83.072
50000,0.12624,0.0012394,0.05,1.0713e+05,81.348
50000,0.12624,0.0012394,0.05,1.0713e+05,81.348
50000,0.12624,0.0012394,0.05,1.0713e+05,81.348
50000,0.12894,0.0012659,0.05,1.1673e+05,79.663
50000,0.12894,0.0012659,0.05,1.1673e+05,79.663
50000,0.12894,0.0012659,0.05,1.1673e+05,79.663
50000,0.13164,0.0012924,0.05,1.261e+05,78.015
50000,0.13164,0.0012924,0.05,1.261e+05,78.015
50000,0.1343,0.0013185,0.05,1.3512e+05,76.425
50000,0.1343,0.0013185,0.05,1.3512e+05,76.425
50000,0.1343,0.0013185,0.05,1.3512e+05,76.425
50000,0.13695,0.0013445,0.05,1.4388e+05,74.877
50000,0.13695,0.0013445,0.05,1.4388e+05,74.877
50000,0.13695,0.0013445,0.05,1.4388e+05,74.877
50000,0.13965,0.001371,0.05,1.5262e+05,73.33
50000,0.13965,0.001371,0.05,1.5262e+05,73.33
50000,0.13965,0.001371,0.05,1.5262e+05,73.33
50000,0.1424,0.0013981,0.05,1.6131e+05,71.786
50000,0.1424,0.0013981,0.05,1.6131e+05,71.786
50000,0.14521,0.0014256,0.05,1.6997e+05,70.246
50000,0.14521,0.0014256,0.05,1.6997e+05,70.246
50000,0.14521,0.0014256,0.05,1.6997e+05,70.246
50000,0.14807,0.0014538,0.05,1.7857e+05,68.708
50000,0.14807,0.0014538,0.05,1.7857e+05,68.708
50000,0.14807,0.0014538,0.05,1.7857e+05,68.708
50000,0.151,0.0014824,0.05,1.8713e+05,67.174
50000,0.151,0.0014824,0.05,1.8713e+05,67.174
50000,0.151,0.0014824,0.05,1.8713e+05,67.174
50000,0.15397,0.0015117,0.05,1.9564e+05,65.644
50000,0.15397,0.0015117,0.05,1.9564e+05,65.644
50000,0.15397,0.0015117,0.05,1.9564e+05,65.644
50000,0.15701,0.0015415,0.05,2.0409e+05,64.118
50000,0.15701,0.0015415,0.05,2.0409e+05,64.118
50000,0.15701,0.0015415,0.05,2.0409e+05,64.118
50000,0.16011,0.0015719,0.05,2.1248e+05,62.596
50000,0.16011,0.0015719,0.05,2.1248e+05,62.596
50000,0.16011,0.0015719,0.05,2.1248e+05,62.596
50000,0.16327,0.001603,0.05,2.208e+05,61.08
50000,0.16327,0.001603,0.05,2.208e+05,61.08
50000,0.16327,0.001603,0.05,2.208e+05,61.08
50000,0.16649,0.0016346,0.05,2.2905e+05,59.568
50000,0.16649,0.0016346,0.05,2.2905e+05,59.568
50000,0.16649,0.0016346,0.05,2.2905e+05,59.568
50000,0.16649,0.0016346,0.05,2.2905e+05,59.568
50000,0.16978,0.0016669,0.05,2.3723e+05,58.063
50000,0.16978,0.0016669,0.05,2.3723e+05,58.063
50000,0.16978,0.0016669,0.05,2.3723e+05,58.063
50000,0.17313,0.0016998,0.05,2.4532e+05,56.564
50000,0.17313,0.0016998,0.05,2.4532e+05,56.564
50000,0.17313,0.0016998,0.05,2.4532e+05,56.564
50000,0.17655,0.0017333,0.05,2.5332e+05,55.071
50000,0.17655,0.0017333,0.05,2.5332e+05,55.071
50000,0.17655,0.0017333,0.05,2.5332e+05,55.071
50000,0.17655,0.0017333,0.05,2.5332e+05,55.071
50000,0.18004,0.0017676,0.05,2.6124e+05,53.586
50000,0.18004,0.0017676,0.05,2.6124e+05,53.586
50000,0.18004,0.0017676,0.05,2.6124e+05,53.586
50000,0.18359,0.0018025,0.05,2.6905e+05,52.108
50000,0.18359,0.0018025,0.05,2.6905e+05,52.108
50000,0.18359,0.0018025,0.05,2.6905e+05,52.108
50000,0.18359,0.0018025,0.05,2.6905e+05,52.108
50000,0.18722,0.001838,0.05,2.7676e+05,50.639
50000,0.18722,0.001838,0.05,2.7676e+05,50.639
50000,0.18722,0.001838,0.05,2.7676e+05,50.639
50000,0.18722,0.001838,0.05,2.7676e+05,50.639
50000,0.19091,0.0018743,0.05,2.8435e+05,49.178
50000,0.19091,0.0018743,0.05,2.8435e+05,49.178
50000,0.19091,0.0018743,0.05,2.8435e+05,49.178
50000,0.19468,0.0019114,0.05,2.9183e+05,47.727
50000,0.19468,0.0019114,0.05,2.9183e+05,47.727
50000,0.19468,0.0019114,0.05,2.9183e+05,47.727
50000,0.19468,0.0019114,0.05,2.9183e+05,47.727
50000,0.19853,0.0019491,0.05,2.9918e+05,46.285
50000,0.19853,0.0019491,0.05,2.9918e+05,46.285
50000,0.19853,0.0019491,0.05,2.9918e+05,46.285
50000,0.19853,0.0019491,0.05,2.9918e+05,46.285
50000,0.20245,0.0019876,0.05,3.0639e+05,44.854
50000,0.20245,0.0019876,0.05,3.0639e+05,44.854
50000,0.20245,0.0019876,0.05,3.0639e+05,44.854
50000,0.20245,0.0019876,0.05,3.0639e+05,44.854
50000,0.20645,0.0020269,0.05,3.1347e+05,43.434
50000,0.20645,0.0020269,0.05,3.1347e+05,43.434
50000,0.20645,0.0020269,0.05,3.1347e+05,43.434
50000,0.20645,0.0020269,0.05,3.1347e+05,43.434
50000,0.21053,0.0020669,0.05,3.2039e+05,42.025
50000,0.21053,0.0020669,0.05,3.2039e+05,42.025
50000,0.21053,0.0020669,0.05,3.2039e+05,42.025
50000,0.21053,0.0020669,0.05,3.2039e+05,42.025
50000,0.21469,0.0021078,0.05,3.2716e+05,40.63
50000,0.21469,0.0021078,0.05,3.2716e+05,40.63
50000,0.21469,0.0021078,0.05,3.2716e+05,40.63
50000,0.21469,0.0021078,0.05,3.2716e+05,40.63
50000,0.21893,0.0021494,0.05,3.3376e+05,39.247
50000,0.21893,0.0021494,0.05,3.3376e+05,39.247
50000,0.21893,0.0021494,0.05,3.3376e+05,39.247
50000,0.21893,0.0021494,0.05,3.3376e+05,39.247
50000,0.21893,0.0021494,0.05,3.3376e+05,39.247
50000,0.22326,0.0021919,0.05,3.4019e+05,37.878
