0	118.056
1.2405	118.345
4.6756	118.779
6.584	118.634
8.5401	118.2
10.0668	117.766
11.6412	116.898
13.1202	115.741
14.3607	114.149
15.5057	112.558
16.6508	110.388
17.6527	108.218
18.5115	105.324
19.2271	102.286
19.9427	98.669
20.6584	94.763
21.2309	90.422
21.8034	85.503
22.3282	79.572
22.7576	73.64
23.2347	65.828
23.521	58.015
23.9027	45.718
24.1889	34.144
24.4752	5.208
24.666	-8.26E-09
25.3817	-0.145
25.5725	5.208
25.8588	34.144
26.0973	46.152
26.479	58.015
26.813	65.828
27.2901	73.495
27.6718	79.572
28.292	85.648
28.7691	90.133
29.3416	94.763
30.0095	98.814
30.7729	102.141
31.4885	105.179
32.4427	107.928
33.3492	110.388
34.3989	112.558
35.6393	114.294
36.8798	115.741
38.2634	116.898
39.8855	117.622
41.4599	118.2
43.416	118.779
45.3244	118.634
48.855	118.49
50.0954	118.345
