0.0716	-0.348
1.2154	0.004
4.694	2.975
6.5522	5.243
8.5532	8.208
10.1729	10.824
11.7925	13.962
13.1261	17.099
14.3643	20.41
15.555	23.546
16.6025	26.856
17.6025	29.818
18.4594	33.301
19.2211	36.088
20.0305	39.049
20.6016	41.835
21.2203	44.795
21.7438	47.233
22.315	49.846
22.743	52.805
23.0759	55.069
23.552	56.985
23.8372	59.422
24.2178	61.685
24.5031	63.6
24.6456	65.167
24.9786	67.256
25.2596	-66.907
25.4972	-64.644
25.8777	-62.033
26.1154	-60.118
26.5436	-57.854
26.8765	-55.417
27.2096	-53.502
27.733	-50.716
28.2565	-48.104
28.8276	-45.317
29.351	-42.531
30.065	-39.571
30.7314	-36.784
31.5408	-33.823
32.493	-30.339
33.3977	-27.552
34.4453	-24.242
35.6358	-20.932
36.9218	-17.795
38.2554	-14.658
39.8274	-11.694
41.4947	-8.904
43.3526	-5.766
45.2586	-3.671
48.7848	-0.7
49.9286	-0.348
