"ghostRank","TotalDisplacement:0","TotalDisplacement:1","TotalDisplacement:2","Velocity:0","Velocity:1","Velocity:2","Acceleration:0","Acceleration:1","Acceleration:2","externalForce:0","externalForce:1","externalForce:2","Mass","contactForce:0","contactForce:1","contactForce:2","PoromechanicsSolver_TotalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","PoromechanicsSolver_pressure_dofIndex","pressure","elementVolume","elementCenter:0","elementCenter:1","elementCenter:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,0.29306,0.065599,1.0708e-30,2.0254e-09,6.4361e-10,-1.4642e-31,0,0,0,0,0,0,8.4481e+07,0,0,0,3461,1e-18,1e-18,1e-18,0.3,0.3,-6.578e+07,-6.4229e+07,-6.0001e+07,-1.432e-07,1.9134e-07,2.2886e+06,1004.2,95728,2.0006e+07,56914,-15.178,-35.897,1500,1,387.98,-20.684,-36,2000
-2,0.29307,0.062498,0,2.0143e-09,6.3744e-10,0,0,0,0,0,0,0,8.4468e+07,0,0,0,3465,1e-18,1e-18,1e-18,0.3,0.3,-6.5708e+07,-6.4296e+07,-6.0001e+07,-1.4203e-07,1.9282e-07,2.4032e+06,1004.2,95729,2.0003e+07,56997,-18.131,-41.026,1500,1,394.9,-24.148,-42,2000
-2,0.29299,0.059394,0,2.004e-09,6.3126e-10,0,0,0,0,0,0,0,8.4454e+07,0,0,0,3468,1e-18,1e-18,1e-18,0.3,0.3,-6.5636e+07,-6.4363e+07,-6e+07,-1.4006e-07,1.9481e-07,2.5171e+06,1004.2,95730,2e+07,57080,-21.084,-46.154,1500,1,401.83,-27.612,-48,2000
-2,0.29284,0.056288,1.0957e-30,1.9944e-09,6.2507e-10,-1.5243e-31,0,0,0,0,0,0,8.4441e+07,0,0,0,3471,1e-18,1e-18,1e-18,0.3,0.3,-6.5492e+07,-6.4498e+07,-5.9999e+07,-1.3638e-07,1.9663e-07,2.7438e+06,1004.2,95732,1.9994e+07,57247,-26.99,-56.41,1500,1,408.76,-31.076,-54,2000
-2,0.2926,0.05318,0,1.9856e-09,6.1881e-10,0,0,0,0,0,0,0,8.4427e+07,0,0,0,3474,1e-18,1e-18,1e-18,0.3,0.3,-6.542e+07,-6.4567e+07,-5.9998e+07,-1.3485e-07,1.9749e-07,2.8572e+06,1004.2,95733,1.9991e+07,57331,-29.943,-61.538,1500,1,415.69,-34.54,-60,2000
-2,0.29229,0.05007,0,1.9775e-09,6.1249e-10,0,0,0,0,0,0,0,8.4414e+07,0,0,0,3478,1e-18,1e-18,1e-18,0.3,0.3,-6.5347e+07,-6.4635e+07,-5.9997e+07,-1.3255e-07,1.9802e-07,2.971e+06,1004.2,95734,1.9988e+07,57414,-32.895,-66.667,1500,1,422.62,-38.004,-66,2000
-2,0.2919,0.046959,1.1182e-30,1.9701e-09,6.0607e-10,-1.5835e-31,0,0,0,0,0,0,8.4401e+07,0,0,0,3481,1e-18,1e-18,1e-18,0.3,0.3,-6.5273e+07,-6.4705e+07,-5.9997e+07,-1.3135e-07,1.9798e-07,3.0855e+06,1004.2,95735,1.9985e+07,57497,-35.848,-71.795,1500,1,429.55,-41.468,-72,2000
-2,0.29143,0.043845,0,1.9634e-09,5.9952e-10,0,0,0,0,0,0,0,8.4387e+07,0,0,0,3484,1e-18,1e-18,1e-18,0.3,0.3,-6.5198e+07,-6.4776e+07,-5.9996e+07,-1.3123e-07,1.9844e-07,3.201e+06,1004.2,95736,1.9982e+07,57581,-38.801,-76.923,1500,1,436.47,-44.932,-78,2000
-2,0.29089,0.04073,0,1.9573e-09,5.9283e-10,0,0,0,0,0,0,0,8.4374e+07,0,0,0,3487,1e-18,1e-18,1e-18,0.3,0.3,-6.5121e+07,-6.4848e+07,-5.9995e+07,-1.2935e-07,1.9857e-07,3.3178e+06,1004.2,95737,1.9979e+07,57664,-41.754,-82.051,1500,1,443.4,-48.396,-84,2000
-2,0.29025,0.037613,0,1.952e-09,5.8595e-10,0,0,0,0,0,0,0,8.436e+07,0,0,0,3490,1e-18,1e-18,1e-18,0.3,0.3,-6.4965e+07,-6.4996e+07,-5.9994e+07,-1.2661e-07,1.9867e-07,3.5567e+06,1004.2,95739,1.9973e+07,57831,-47.66,-92.308,1500,1,450.33,-51.86,-90,2000
