"ghostRank","TotalDisplacement:0","TotalDisplacement:1","TotalDisplacement:2","Velocity:0","Velocity:1","Velocity:2","Acceleration:0","Acceleration:1","Acceleration:2","externalForce:0","externalForce:1","externalForce:2","Mass","contactForce:0","contactForce:1","contactForce:2","PoromechanicsSolver_TotalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","PoromechanicsSolver_pressure_dofIndex","pressure","elementVolume","elementCenter:0","elementCenter:1","elementCenter:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,-0.020277,0.33664,0,-1.0703e-10,3.0544e-09,0,0,0,0,0,0,0,1.7196e+08,0,0,0,2842,1e-18,1e-18,1e-18,0.3,0.3,-5.9555e+07,-7.0467e+07,-6.0003e+07,-2.3613e-08,-4.9787e-08,8.101e+05,1004.2,88713,2.0015e+07,1.0385e+05,177.24,298.28,1500,1,0,173.3,300,2000
-2,-0.020629,0.33654,3.3126e-31,-1.0808e-10,3.0548e-09,1.6227e-31,0,0,0,0,0,0,1.7193e+08,0,0,0,2844,1e-18,1e-18,1e-18,0.3,0.3,-5.9555e+07,-7.0467e+07,-6.0003e+07,-2.3613e-08,-4.9787e-08,8.101e+05,1004.2,88713,2.0015e+07,1.0385e+05,177.24,298.28,1500,1,6.9282,169.84,294,2000
-2,-0.021036,0.33643,0,-1.0964e-10,3.0555e-09,0,0,0,0,0,0,0,1.7191e+08,0,0,0,2846,1e-18,1e-18,1e-18,0.3,0.3,-5.9499e+07,-7.0529e+07,-6.0004e+07,-2.6988e-08,-4.8053e-08,9.0132e+05,1004.2,88714,2.0019e+07,1.0419e+05,171.29,287.93,1500,1,13.856,166.37,288,2000
-2,-0.021462,0.33633,3.2649e-31,-1.114e-10,3.0564e-09,1.6416e-31,0,0,0,0,0,0,1.7188e+08,0,0,0,2848,1e-18,1e-18,1e-18,0.3,0.3,-5.943e+07,-7.0603e+07,-6.0005e+07,-2.8184e-08,-4.6814e-08,1.0084e+06,1004.2,88715,2.0022e+07,1.0452e+05,165.33,277.59,1500,1,20.784,162.91,282,2000
-2,-0.021955,0.33623,0,-1.1393e-10,3.0577e-09,0,0,0,0,0,0,0,1.7185e+08,0,0,0,2850,1e-18,1e-18,1e-18,0.3,0.3,-5.943e+07,-7.0603e+07,-6.0005e+07,-2.8184e-08,-4.6814e-08,1.0084e+06,1004.2,88715,2.0022e+07,1.0452e+05,165.33,277.59,1500,1,27.713,159.44,276,2000
-2,-0.022484,0.33614,3.2097e-31,-1.1688e-10,3.0593e-09,1.657e-31,0,0,0,0,0,0,1.7182e+08,0,0,0,2852,1e-18,1e-18,1e-18,0.3,0.3,-5.9345e+07,-7.0692e+07,-6.0006e+07,-2.7425e-08,-4.8303e-08,1.1366e+06,1004.2,88716,2.0025e+07,1.0486e+05,159.37,267.24,1500,1,34.641,155.98,270,2000
-2,-0.023068,0.33604,0,-1.2043e-10,3.0613e-09,0,0,0,0,0,0,0,1.718e+08,0,0,0,2854,1e-18,1e-18,1e-18,0.3,0.3,-5.9345e+07,-7.0692e+07,-6.0006e+07,-2.7425e-08,-4.8303e-08,1.1366e+06,1004.2,88716,2.0025e+07,1.0486e+05,159.37,267.24,1500,1,41.569,152.52,264,2000
-2,-0.023728,0.33595,3.1654e-31,-1.2555e-10,3.0641e-09,1.6761e-31,0,0,0,0,0,0,1.7177e+08,0,0,0,2856,1e-18,1e-18,1e-18,0.3,0.3,-5.9238e+07,-7.0803e+07,-6.0006e+07,-2.5143e-08,-5.175e-08,1.294e+06,1004.2,88717,2.0028e+07,1.052e+05,153.42,256.9,1500,1,48.497,149.05,258,2000
-2,-0.024424,0.33586,3.1466e-31,-1.3141e-10,3.0671e-09,1.6858e-31,0,0,0,0,0,0,1.7174e+08,0,0,0,2858,1e-18,1e-18,1e-18,0.3,0.3,-5.9238e+07,-7.0803e+07,-6.0006e+07,-2.5143e-08,-5.175e-08,1.294e+06,1004.2,88717,2.0028e+07,1.052e+05,153.42,256.9,1500,1,55.425,145.59,252,2000
-2,-0.025257,0.33577,0,-1.381e-10,3.0714e-09,0,0,0,0,0,0,0,1.7171e+08,0,0,0,2860,1e-18,1e-18,1e-18,0.3,0.3,-5.9096e+07,-7.0945e+07,-6.0006e+07,-2.3238e-08,-5.6682e-08,1.493e+06,1004.2,88718,2.0028e+07,1.0554e+05,147.46,246.55,1500,1,62.353,142.12,246,2000
-2,-0.02614,0.33569,0,-1.4761e-10,3.0764e-09,0,0,0,0,0,0,0,1.7168e+08,0,0,0,2862,1e-18,1e-18,1e-18,0.3,0.3,-5.891e+07,-7.1138e+07,-6.0007e+07,-2.6737e-08,-6.2682e-08,1.7559e+06,1004.2,88719,2.0033e+07,1.0588e+05,141.5,236.21,1500,1,69.282,138.66,240,2000
-2,-0.027168,0.33561,6.1728e-31,-1.6641e-10,3.0831e-09,3.4347e-31,0,0,0,0,0,0,1.7166e+08,0,0,0,2864,1e-18,1e-18,1e-18,0.3,0.3,-5.891e+07,-7.1138e+07,-6.0007e+07,-2.6737e-08,-6.2682e-08,1.7559e+06,1004.2,88719,2.0033e+07,1.0588e+05,141.5,236.21,1500,1,76.21,135.2,234,2000
-2,-0.028343,0.33553,0,-1.7821e-10,3.0919e-09,0,0,0,0,0,0,0,1.7163e+08,0,0,0,2866,1e-18,1e-18,1e-18,0.3,0.3,-5.8606e+07,-7.1415e+07,-6.0003e+07,-3.3001e-08,-7.2358e-08,2.122e+06,1004.2,88720,2.0014e+07,1.0622e+05,135.55,225.86,1500,1,83.138,131.73,228,2000
-2,-0.029662,0.33545,0,-1.8318e-10,3.1025e-09,0,0,0,0,0,0,0,1.716e+08,0,0,0,2868,1e-18,1e-18,1e-18,0.3,0.3,-5.8606e+07,-7.1415e+07,-6.0003e+07,-3.3001e-08,-7.2358e-08,2.122e+06,1004.2,88720,2.0014e+07,1.0622e+05,135.55,225.86,1500,1,90.066,128.27,222,2000
-2,-0.031267,0.33536,-2.9167e-31,-2.9652e-10,3.1095e-09,-1.7413e-31,0,0,0,0,0,0,1.7157e+08,0,0,0,2870,1e-18,1e-18,1e-18,0.3,0.3,-5.8248e+07,-7.1857e+07,-6.0016e+07,-6.6721e-08,-6.6061e-08,2.6965e+06,1004.2,88721,2.0072e+07,1.0656e+05,129.59,215.52,1500,1,96.994,124.8,216,2000
-2,-0.033033,0.33526,-2.8465e-31,-4.2737e-10,3.1038e-09,-1.7465e-31,0,0,0,0,0,0,1.6964e+08,0,0,0,2779,1e-18,1e-18,1e-18,0.3,0.30002,-5.663e+07,-7.2865e+07,-5.9924e+07,-1.3066e-08,-5.0444e-08,3.9339e+06,1004.1,88722,1.9655e+07,1.069e+05,123.63,205.17,1500,1,103.92,121.34,210,2000
-2,-0.036146,0.33497,0,-3.4866e-10,2.9055e-09,0,0,0,0,0,0,0,1.3646e+08,0,0,0,1161,1e-18,1e-18,1e-18,0.3,0.30002,-5.663e+07,-7.2865e+07,-5.9924e+07,-1.3066e-08,-5.0444e-08,3.9339e+06,1004.1,88722,1.9655e+07,1.069e+05,123.63,205.17,1500,1,110.85,117.88,204,2000
-2,-0.039728,0.33374,0,-1.4974e-10,2.6553e-09,0,0,0,0,0,0,0,8.1176e+07,0,0,0,1827,1e-18,1e-18,1e-18,0.3,0.30108,-5.163e+07,-5.9624e+07,-5.7188e+07,5.4708e-08,-5.4773e-08,4.0907e+06,1008.4,93740,4e+07,35709,119.66,198.28,1500,1,117.78,114.41,198,2000
-2,-0.042907,0.33045,0,5.2407e-11,2.5301e-09,0,0,0,0,0,0,0,5.7154e+07,0,0,0,3094,1e-18,1e-18,1e-18,0.3,0.30118,-5.0157e+07,-5.8954e+07,-5.6867e+07,6.8091e-08,-6.5979e-08,1.214e+06,1008.4,93742,4e+07,35784,115.69,191.38,1500,1,124.71,110.95,192,2000
-2,-0.044837,0.32702,-3.3907e-31,1.4195e-10,2.4677e-09,-1.7718e-31,0,0,0,0,0,0,5.7145e+07,0,0,0,3098,1e-18,1e-18,1e-18,0.3,0.30119,-5.0393e+07,-5.8564e+07,-5.6844e+07,4.6983e-08,-7.2173e-08,-1.7719e+05,1008.4,93744,4e+07,35860,111.72,184.48,1500,1,131.63,107.48,186,2000
-2,-0.046149,0.32355,-3.5507e-31,1.9825e-10,2.4234e-09,-1.7811e-31,0,0,0,0,0,0,5.7135e+07,0,0,0,3103,1e-18,1e-18,1e-18,0.3,0.30119,-5.0552e+07,-5.8389e+07,-5.6841e+07,5.2468e-08,-7.8029e-08,-6.7129e+05,1008.4,93745,4e+07,35897,109.73,181.03,1500,1,138.56,104.02,180,2000
-2,-0.047041,0.32008,-3.7258e-31,2.4346e-10,2.3884e-09,-1.791e-31,0,0,0,0,0,0,5.7126e+07,0,0,0,3108,1e-18,1e-18,1e-18,0.3,0.30119,-5.0865e+07,-5.8069e+07,-5.684e+07,5.111e-08,-8.1782e-08,-1.464e+06,1008.4,93747,4e+07,35973,105.76,174.14,1500,1,145.49,100.56,174,2000
-2,-0.047592,0.31661,-3.8889e-31,2.835e-10,2.3587e-09,-1.8008e-31,0,0,0,0,0,0,5.7117e+07,0,0,0,3112,1e-18,1e-18,1e-18,0.3,0.30119,-5.116e+07,-5.7774e+07,-5.684e+07,4.7038e-08,-8.6039e-08,-2.1085e+06,1008.4,93749,4e+07,36048,101.79,167.24,1500,1,152.42,97.092,168,2000
-2,-0.047841,0.31315,4.0611e-31,3.2101e-10,2.3322e-09,1.8103e-31,0,0,0,0,0,0,5.7108e+07,0,0,0,3117,1e-18,1e-18,1e-18,0.3,0.30119,-5.1442e+07,-5.7494e+07,-5.684e+07,4.1985e-08,-8.6732e-08,-2.673e+06,1008.4,93751,4e+07,36124,97.821,160.34,1500,1,159.35,93.628,162,2000
-2,-0.047791,0.30968,0,3.576e-10,2.3079e-09,0,0,0,0,0,0,0,5.7099e+07,0,0,0,3122,1e-18,1e-18,1e-18,0.3,0.30119,-5.1581e+07,-5.7357e+07,-5.6841e+07,3.4402e-08,-9.2386e-08,-2.9372e+06,1008.4,93752,4e+07,36161,95.835,156.9,1500,1,166.28,90.164,156,2000
-2,-0.047475,0.30621,0,3.9464e-10,2.2846e-09,0,0,0,0,0,0,0,5.7089e+07,0,0,0,3126,1e-18,1e-18,1e-18,0.3,0.30119,-5.1859e+07,-5.7081e+07,-5.6841e+07,4.579e-08,-9.984e-08,-3.4452e+06,1008.4,93754,4e+07,36237,91.864,150,1500,1,173.2,86.7,150,2000
-2,-0.046898,0.30275,-4.5024e-31,4.3322e-10,2.262e-09,-1.8346e-31,0,0,0,0,0,0,5.708e+07,0,0,0,3131,1e-18,1e-18,1e-18,0.3,0.30119,-5.2145e+07,-5.6799e+07,-5.6842e+07,4.8543e-08,-9.1923e-08,-3.9426e+06,1008.4,93756,4e+07,36312,87.893,143.1,1500,1,180.13,83.236,144,2000
-2,-0.046053,0.29929,4.7093e-31,4.7459e-10,2.2393e-09,1.8407e-31,0,0,0,0,0,0,5.7071e+07,0,0,0,3135,1e-18,1e-18,1e-18,0.3,0.30119,-5.2294e+07,-5.6652e+07,-5.6842e+07,4.8229e-08,-8.5219e-08,-4.1929e+06,1008.4,93757,4e+07,36350,85.908,139.66,1500,1,187.06,79.772,138,2000
-2,-0.044909,0.29584,0,5.2097e-10,2.2162e-09,0,0,0,0,0,0,0,5.7062e+07,0,0,0,3140,1e-18,1e-18,1e-18,0.3,0.30119,-5.2613e+07,-5.6338e+07,-5.6843e+07,3.5544e-08,-8.0331e-08,-4.7081e+06,1008.4,93759,4e+07,36425,81.936,132.76,1500,1,193.99,76.308,132,2000
-2,-0.043463,0.29238,0,5.7491e-10,2.1921e-09,0,0,0,0,0,0,0,5.7053e+07,0,0,0,3145,1e-18,1e-18,1e-18,0.3,0.30119,-5.2975e+07,-5.5984e+07,-5.6844e+07,3.8307e-08,-6.9277e-08,-5.2622e+06,1008.4,93761,4e+07,36501,77.965,125.86,1500,1,200.92,72.844,126,2000
-2,-0.041677,0.28893,0,6.4134e-10,2.1668e-09,0,0,0,0,0,0,0,5.7043e+07,0,0,0,3149,1e-18,1e-18,1e-18,0.3,0.30119,-5.3416e+07,-5.5561e+07,-5.6847e+07,1.3568e-08,-5.4374e-08,-5.889e+06,1008.4,93763,4e+07,36576,73.994,118.97,1500,1,207.84,69.38,120,2000
-2,-0.039476,0.28548,-5.486e-31,7.3149e-10,2.1409e-09,-1.8573e-31,0,0,0,0,0,0,5.7034e+07,0,0,0,3154,1e-18,1e-18,1e-18,0.3,0.30119,-5.3688e+07,-5.5309e+07,-5.685e+07,4.9905e-09,-5.3141e-08,-6.2476e+06,1008.4,93764,4e+07,36614,72.009,115.52,1500,1,214.77,65.916,114,2000
-2,-0.036674,0.28206,0,8.985e-10,2.1257e-09,0,0,0,0,0,0,0,5.7025e+07,0,0,0,3158,1e-18,1e-18,1e-18,0.3,0.30118,-5.4457e+07,-5.4665e+07,-5.6868e+07,-1.5995e-08,-4.6787e-08,-7.1314e+06,1008.4,93766,4e+07,36689,68.038,108.62,1500,1,221.7,62.452,108,2000
-2,-0.032718,0.27874,0,1.236e-09,1.7256e-09,0,0,0,0,0,0,0,6.2848e+07,0,0,0,1872,1e-18,1e-18,1e-18,0.3,0.30112,-5.6599e+07,-5.3764e+07,-5.7054e+07,-2.4026e-08,-7.7234e-08,-8.5503e+06,1008.4,93768,4e+07,36765,64.066,101.72,1500,1,228.63,58.988,102,2000
-2,-0.027793,0.27304,5.7787e-31,7.7933e-10,1.2122e-09,1.8647e-31,0,0,0,0,0,0,8.1724e+07,0,0,0,2663,1e-18,1e-18,1e-18,0.3,0.30126,-5.7937e+07,-4.9531e+07,-5.662e+07,-1.4619e-08,-6.6047e-08,-7.8106e+06,1008.4,95702,4e+07,54745,61.597,97.436,1500,1,235.56,55.524,96,2000
-2,-0.024107,0.26613,-5.8533e-31,5.1187e-10,1.3201e-09,-1.8658e-31,0,0,0,0,0,0,8.4766e+07,0,0,0,3392,1e-18,1e-18,1e-18,0.3,0.3012,-5.9017e+07,-4.9742e+07,-5.6814e+07,-4.756e-08,-5.3206e-08,-5.9996e+06,1008.4,95703,4e+07,54829,58.644,92.308,1500,1,242.49,52.06,90,2000
-2,-0.021214,0.25926,5.8334e-31,4.0981e-10,1.3728e-09,1.8669e-31,0,0,0,0,0,0,8.4752e+07,0,0,0,3395,1e-18,1e-18,1e-18,0.3,0.30119,-5.8901e+07,-5.0036e+07,-5.6841e+07,-8.0491e-08,-7.4436e-08,-4.4114e+06,1008.4,95705,4e+07,54996,52.738,82.051,1500,1,249.41,48.596,84,2000
-2,-0.018677,0.25241,0,3.4385e-10,1.4046e-09,0,0,0,0,0,0,0,8.4738e+07,0,0,0,3398,1e-18,1e-18,1e-18,0.3,0.30119,-5.8792e+07,-5.0154e+07,-5.6842e+07,-8.8261e-08,-8.6566e-08,-3.9877e+06,1008.4,95706,4e+07,55079,49.786,76.923,1500,1,256.34,45.132,78,2000
-2,-0.016368,0.24557,0,2.9417e-10,1.4265e-09,0,0,0,0,0,0,0,8.4725e+07,0,0,0,3402,1e-18,1e-18,1e-18,0.3,0.30119,-5.8695e+07,-5.0253e+07,-5.6842e+07,-9.401e-08,-9.6673e-08,-3.6748e+06,1008.4,95707,4e+07,55162,46.833,71.795,1500,1,263.27,41.668,72,2000
-2,-0.014227,0.23873,5.5749e-31,2.5416e-10,1.4426e-09,1.8713e-31,0,0,0,0,0,0,8.4711e+07,0,0,0,3405,1e-18,1e-18,1e-18,0.3,0.30119,-5.8612e+07,-5.0337e+07,-5.6842e+07,-9.8949e-08,-1.0545e-07,-3.4337e+06,1008.4,95708,4e+07,55246,43.88,66.667,1500,1,270.2,38.204,66,2000
-2,-0.012215,0.23189,5.4521e-31,2.2047e-10,1.4551e-09,1.8727e-31,0,0,0,0,0,0,8.4698e+07,0,0,0,3408,1e-18,1e-18,1e-18,0.3,0.30119,-5.8542e+07,-5.0408e+07,-5.6842e+07,-1.0344e-07,-1.1362e-07,-3.2425e+06,1008.4,95709,4e+07,55329,40.927,61.538,1500,1,277.13,34.74,60,2000
