injectionRate,pressure,time
5.28075,2711.3374,312.25
5.28075,2711.72314,312.375
5.28075,2712.10889,312.5
5.28075,2712.49463,312.625
5.28075,2712.87939,312.75
5.28075,2713.26392,312.875
5.28075,2713.64746,313.0
5.28075,2714.03052,313.125
5.28075,2714.41357,313.25
5.28075,2714.79663,313.375
5.28075,2715.18042,313.5
5.28075,2715.56543,313.625
5.28075,2715.95142,313.75
5.28075,2716.33887,313.875
5.28075,2716.72705,314.0
5.28075,2717.11499,314.125
5.28075,2717.50244,314.25
5.28075,2717.88892,314.375
5.28075,2718.27393,314.5
5.28075,2718.6582,314.625
5.28075,2719.04224,314.75
5.28075,2719.42627,314.875
5.28075,2719.81079,315.0
5.28075,2720.1958,315.125
5.28075,2720.58203,315.25
5.28075,2720.96924,315.375
5.28075,2721.35693,315.5
5.28075,2721.74512,315.625
5.28075,2722.13306,315.75
5.28075,2722.52148,315.875
5.28075,2722.91064,316.0
5.28075,2723.30078,316.125
5.28075,2723.69116,316.25
5.28075,2724.08081,316.375
5.28075,2724.46875,316.5
5.28075,2724.85425,316.625
5.28075,2725.23755,316.75
5.28075,2725.62012,316.875
5.28075,2726.00342,317.0
5.28075,2726.3877,317.125
5.28075,2726.77393,317.25
5.28075,2727.16113,317.375
5.28075,2727.54907,317.5
5.28075,2727.9375,317.625
5.28075,2728.32617,317.75
5.28075,2728.71558,317.875
5.28075,2729.10571,318.0
5.28075,2729.49707,318.125
5.28075,2729.88916,318.25
5.28075,2730.28125,318.375
5.28075,2730.67236,318.5
5.28075,2731.06299,318.625
5.28075,2731.45215,318.75
5.28075,2731.84106,318.875
5.28075,2732.23047,319.0
5.28075,2732.62061,319.125
5.28075,2733.01123,319.25
5.28075,2733.40259,319.375
5.28075,2733.79346,319.5
5.28075,2734.1853,319.625
5.28075,2734.57764,319.75
5.28075,2734.9707,319.875
5.28075,2735.36401,320.0
5.28075,2735.75781,320.125
5.28075,2736.15186,320.25
5.28075,2736.54541,320.375
5.28075,2736.93896,320.5
5.28075,2737.33252,320.625
5.28075,2737.72583,320.75
5.28075,2738.11914,320.875
5.28075,2738.51172,321.0
5.28075,2738.90381,321.125
5.28075,2739.29565,321.25
5.28075,2739.68799,321.375
5.28075,2740.08105,321.5
5.28075,2740.47632,321.625
5.28075,2740.87231,321.75
5.28075,2741.26587,321.875
5.28075,2741.62793,322.0
5.28075,2741.88745,322.125
5.28075,2741.95776,322.25
5.28075,2741.77905,322.375
5.28075,2741.354,322.5
5.28075,2740.75439,322.625
5.28075,2740.0957,322.75
5.28075,2739.48706,322.875
5.28075,2738.99194,323.0
5.28075,2738.60938,323.125
5.28075,2738.29272,323.25
5.28075,2737.98926,323.375
5.28075,2737.67383,323.5
5.28075,2737.34473,323.625
5.28075,2737.00562,323.75
5.28075,2736.66211,323.875
5.28075,2736.32153,324.0
5.28075,2735.99048,324.125
5.28075,2735.6748,324.25
5.28075,2735.3811,324.375
5.28075,2735.12134,324.5
5.28075,2734.91992,324.625
5.28075,2734.81299,324.75
5.28075,2734.84326,324.875
0.0,2735.04053,325.0
0.0,2735.41138,325.125
0.0,2735.93188,325.25
0.0,2736.55518,325.375
0.0,2737.22534,325.5
0.0,2737.89746,325.625
0.0,2738.54736,325.75
0.0,2739.16919,325.875
0.0,2739.76636,326.0
0.0,2740.34497,326.125
0.0,2740.90869,326.25
0.0,2741.46118,326.375
0.0,2742.00439,326.5
0.0,2742.54004,326.625
0.0,2743.06909,326.75
0.0,2743.59229,326.875
0.0,2744.10986,327.0
0.0,2744.62231,327.125
0.0,2745.12891,327.25
0.0,2745.63086,327.375
0.0,2746.12793,327.5
0.0,2746.62012,327.625
0.0,2747.10742,327.75
0.0,2747.58936,327.875
0.0,2748.06567,328.0
0.0,2748.53662,328.125
0.0,2749.0022,328.25
0.0,2749.46338,328.375
0.0,2749.92139,328.5
0.0,2750.37793,328.625
0.0,2750.83276,328.75
0.0,2751.28564,328.875
0.0,2751.73657,329.0
0.0,2752.18457,329.125
0.0,2752.62939,329.25
0.0,2753.07178,329.375
0.0,2753.51294,329.5
0.0,2753.95361,329.625
0.0,2754.39478,329.75
0.0,2754.83594,329.875
0.0,2755.27661,330.0
0.0,2755.71582,330.125
0.0,2756.15356,330.25
0.0,2756.58984,330.375
0.0,2757.0249,330.5
0.0,2757.45898,330.625
0.0,2757.89233,330.75
0.0,2758.32471,330.875
0.0,2758.75586,331.0
0.0,2759.18506,331.125
0.0,2759.61304,331.25
0.0,2760.03906,331.375
0.0,2760.46313,331.5
0.0,2760.88623,331.625
0.0,2761.30908,331.75
0.0,2761.73242,331.875
0.0,2762.15698,332.0
0.0,2762.58203,332.125
0.0,2763.00684,332.25
0.0,2763.43115,332.375
0.0,2763.85474,332.5
0.0,2764.27832,332.625
0.0,2764.70215,332.75
0.0,2765.12646,332.875
0.0,2765.55029,333.0
0.0,2765.97363,333.125
0.0,2766.39551,333.25
0.0,2766.81543,333.375
0.0,2767.23438,333.5
0.0,2767.65308,333.625
0.0,2768.07178,333.75
0.0,2768.49219,333.875
0.0,2768.91357,334.0
0.0,2769.33594,334.125
0.0,2769.75928,334.25
0.0,2770.18213,334.375
0.0,2770.60571,334.5
0.0,2771.02832,334.625
0.0,2771.4502,334.75
0.0,2771.87085,334.875
0.0,2772.28979,335.0
0.0,2772.70752,335.125
0.0,2773.12402,335.25
0.0,2773.54053,335.375
0.0,2773.95752,335.5
0.0,2774.375,335.625
0.0,2774.79395,335.75
0.0,2775.21387,335.875
0.0,2775.63525,336.0
0.0,2776.05835,336.125
0.0,2776.48193,336.25
0.0,2776.90625,336.375
0.0,2777.33008,336.5
0.0,2777.75293,336.625
0.0,2778.17334,336.75
0.0,2778.59253,336.875
0.0,2779.0105,337.0
0.0,2779.42847,337.125
0.0,2779.84668,337.25
0.0,2780.26587,337.375
0.0,2780.68555,337.5
0.0,2781.10596,337.625
0.0,2781.52661,337.75
0.0,2781.948,337.875
0.0,2782.37012,338.0
0.0,2782.79297,338.125
0.0,2783.21655,338.25
0.0,2783.63989,338.375
0.0,2784.06226,338.5
0.0,2784.48315,338.625
0.0,2784.90308,338.75
0.0,2785.32178,338.875
0.0,2785.74121,339.0
0.0,2786.16187,339.125
0.0,2786.58496,339.25
0.0,2787.00928,339.375
0.0,2787.43457,339.5
0.0,2787.86011,339.625
0.0,2788.28516,339.75
0.0,2788.71045,339.875
0.0,2789.13574,340.0
0.0,2789.56104,340.125
0.0,2789.98535,340.25
0.0,2790.4082,340.375
0.0,2790.82959,340.5
0.0,2791.24976,340.625
0.0,2791.6709,340.75
0.0,2792.09326,340.875
0.0,2792.51733,341.0
0.0,2792.94287,341.125
0.0,2793.36914,341.25
0.0,2793.79614,341.375
0.0,2794.22314,341.5
0.0,2794.65088,341.625
0.0,2795.0791,341.75
0.0,2795.50757,341.875
0.0,2795.93604,342.0
0.0,2796.36401,342.125
0.0,2796.79053,342.25
0.0,2797.21558,342.375
0.0,2797.6394,342.5
0.0,2798.06274,342.625
0.0,2798.48657,342.75
0.0,2798.91138,342.875
0.0,2799.3374,343.0
0.0,2799.76416,343.125
0.0,2800.19165,343.25
0.0,2800.62012,343.375
0.0,2801.05005,343.5
0.0,2801.48071,343.625
0.0,2801.9126,343.75
0.0,2802.34497,343.875
0.0,2802.77588,344.0
0.0,2803.20605,344.125
0.0,2803.63428,344.25
0.0,2804.06226,344.375
0.0,2804.49023,344.5
0.0,2804.91919,344.625
0.0,2805.34912,344.75
0.0,2805.77979,344.875
0.0,2806.21167,345.0
0.0,2806.64404,345.125
0.0,2807.0769,345.25
0.0,2807.51074,345.375
0.0,2807.9436,345.5
0.0,2808.37549,345.625
0.0,2808.80566,345.75
0.0,2809.23462,345.875
0.0,2809.66309,346.0
0.0,2810.0918,346.125
0.0,2810.52173,346.25
0.0,2810.95361,346.375
0.0,2811.38696,346.5
0.0,2811.82129,346.625
0.0,2812.2561,346.75
0.0,2812.69116,346.875
0.0,2813.12646,347.0
0.0,2813.56226,347.125
0.0,2813.99902,347.25
0.0,2814.43628,347.375
0.0,2814.87305,347.5
0.0,2815.30908,347.625
0.0,2815.74316,347.75
0.0,2816.17627,347.875
0.0,2816.60889,348.0
0.0,2817.04272,348.125
0.0,2817.47827,348.25
0.0,2817.91553,348.375
0.0,2818.35352,348.5
0.0,2818.79199,348.625
0.0,2819.22998,348.75
0.0,2819.66821,348.875
0.0,2820.10693,349.0
0.0,2820.5459,349.125
0.0,2820.9856,349.25
0.0,2821.42456,349.375
0.0,2821.86279,349.5
0.0,2822.29883,349.625
0.0,2822.7334,349.75
0.0,2823.16699,349.875
0.0,2823.60107,350.0
0.0,2824.03613,350.125
0.0,2824.4729,350.25
0.0,2824.91138,350.375
0.0,2825.35107,350.5
0.0,2825.7915,350.625
0.0,2826.23193,350.75
0.0,2826.67261,350.875
0.0,2827.11377,351.0
0.0,2827.55469,351.125
0.0,2827.99512,351.25
0.0,2828.43457,351.375
0.0,2828.87305,351.5
0.0,2829.31055,351.625
0.0,2829.74805,351.75
0.0,2830.18628,351.875
0.0,2830.62573,352.0
0.0,2831.06592,352.125
0.0,2831.5061,352.25
0.0,2831.94653,352.375
0.0,2832.38794,352.5
0.0,2832.83008,352.625
0.0,2833.27393,352.75
0.0,2833.71802,352.875
0.0,2834.16211,353.0
0.0,2834.60449,353.125
0.0,2835.04468,353.25
0.0,2835.4834,353.375
0.0,2835.9209,353.5
0.0,2836.35938,353.625
0.0,2836.79956,353.75
0.0,2837.24072,353.875
0.0,2837.68286,354.0
0.0,2838.12573,354.125
0.0,2838.56909,354.25
0.0,2839.0127,354.375
0.0,2839.45703,354.5
0.0,2839.9021,354.625
0.0,2840.34766,354.75
0.0,2840.79297,354.875
0.0,2841.23828,355.0
0.0,2841.68311,355.125
0.0,2842.12695,355.25
0.0,2842.57129,355.375
0.0,2843.01611,355.5
0.0,2843.46216,355.625
0.0,2843.90894,355.75
0.0,2844.35596,355.875
0.0,2844.80249,356.0
0.0,2845.24854,356.125
0.0,2845.69409,356.25
0.0,2846.14014,356.375
0.0,2846.58643,356.5
0.0,2847.0332,356.625
0.0,2847.48071,356.75
0.0,2847.92798,356.875
0.0,2848.375,357.0
0.0,2848.82153,357.125
0.0,2849.26782,357.25
0.0,2849.71411,357.375
0.0,2850.16016,357.5
0.0,2850.60596,357.625
0.0,2851.05225,357.75
0.0,2851.49902,357.875
0.0,2851.94629,358.0
0.0,2852.39233,358.125
0.0,2852.82593,358.25
0.0,2853.21558,358.375
0.0,2853.51489,358.5
0.0,2853.67603,358.625
0.0,2853.67017,358.75
0.0,2853.49902,358.875
0.0,2853.19824,359.0
0.0,2852.82178,359.125
0.0,2852.42261,359.25
0.0,2852.03613,359.375
0.0,2851.67505,359.5
0.0,2851.33716,359.625
0.0,2851.01685,359.75
0.0,2850.71143,359.875
0.0,2850.41943,360.0
0.0,2850.13794,360.125
0.0,2849.86646,360.25
0.0,2849.60376,360.375
0.0,2849.34937,360.5
0.0,2849.10205,360.625
0.0,2848.86108,360.75
0.0,2848.62646,360.875
0.0,2848.39697,361.0
0.0,2848.17236,361.125
0.0,2847.95264,361.25
0.0,2847.73657,361.375
0.0,2847.5249,361.5
0.0,2847.31641,361.625
0.0,2847.11255,361.75
0.0,2846.9126,361.875
0.0,2846.71729,362.0
0.0,2846.52588,362.125
0.0,2846.33838,362.25
0.0,2846.1543,362.375
0.0,2845.97314,362.5
0.0,2845.79492,362.625
0.0,2845.61987,362.75
0.0,2845.44775,362.875
0.0,2845.27832,363.0
0.0,2845.11133,363.125
0.0,2844.94604,363.25
0.0,2844.78271,363.375
0.0,2844.62134,363.5
0.0,2844.4624,363.625
0.0,2844.30518,363.75
0.0,2844.15088,363.875
0.0,2843.99951,364.0
0.0,2843.85107,364.125
0.0,2843.70508,364.25
0.0,2843.5603,364.375
0.0,2843.41699,364.5
0.0,2843.27466,364.625
0.0,2843.1333,364.75
0.0,2842.99316,364.875
0.0,2842.85449,365.0
0.0,2842.7168,365.125
0.0,2842.58008,365.25
0.0,2842.44531,365.375
0.0,2842.31152,365.5
0.0,2842.17969,365.625
0.0,2842.04932,365.75
0.0,2841.92041,365.875
0.0,2841.79297,366.0
0.0,2841.66699,366.125
0.0,2841.54248,366.25
0.0,2841.41846,366.375
0.0,2841.29541,366.5
0.0,2841.17285,366.625
0.0,2841.05078,366.75
0.0,2840.92969,366.875
0.0,2840.80981,367.0
0.0,2840.69141,367.125
0.0,2840.57471,367.25
0.0,2840.45874,367.375
0.0,2840.34375,367.5
0.0,2840.22949,367.625
0.0,2840.11572,367.75
0.0,2840.00293,367.875
0.0,2839.89111,368.0
0.0,2839.78003,368.125
0.0,2839.67041,368.25
0.0,2839.56177,368.375
0.0,2839.45361,368.5
0.0,2839.34619,368.625
0.0,2839.23975,368.75
0.0,2839.13354,368.875
0.0,2839.02832,369.0
0.0,2838.92334,369.125
0.0,2838.81909,369.25
0.0,2838.71533,369.375
0.0,2838.61255,369.5
0.0,2838.51099,369.625
0.0,2838.41064,369.75
0.0,2838.31152,369.875
0.0,2838.21289,370.0
0.0,2838.11401,370.125
0.0,2838.01562,370.25
0.0,2837.91748,370.375
0.0,2837.82007,370.5
0.0,2837.72314,370.625
0.0,2837.62646,370.75
0.0,2837.53027,370.875
0.0,2837.43433,371.0
0.0,2837.33911,371.125
0.0,2837.24438,371.25
0.0,2837.15088,371.375
0.0,2837.05786,371.5
0.0,2836.96533,371.625
0.0,2836.87305,371.75
0.0,2836.78076,371.875
0.0,2836.68896,372.0
0.0,2836.59717,372.125
0.0,2836.50635,372.25
0.0,2836.41626,372.375
0.0,2836.32666,372.5
0.0,2836.23804,372.625
0.0,2836.14966,372.75
0.0,2836.06201,372.875
0.0,2835.97437,373.0
0.0,2835.88745,373.125
0.0,2835.80127,373.25
0.0,2835.71582,373.375
0.0,2835.63037,373.5
0.0,2835.54468,373.625
0.0,2835.45898,373.75
0.0,2835.37354,373.875
0.0,2835.28857,374.0
0.0,2835.20459,374.125
0.0,2835.12134,374.25
0.0,2835.03857,374.375
0.0,2834.95654,374.5
0.0,2834.87402,374.625
0.0,2834.79199,374.75
0.0,2834.70996,374.875
0.0,2834.62842,375.0
0.0,2834.54736,375.125
0.0,2834.46704,375.25
0.0,2834.3877,375.375
0.0,2834.30859,375.5
0.0,2834.22974,375.625
0.0,2834.15112,375.75
0.0,2834.07202,375.875
0.0,2833.99268,376.0
0.0,2833.91333,376.125
0.0,2833.83447,376.25
0.0,2833.75586,376.375
0.0,2833.67871,376.5
0.0,2833.60254,376.625
0.0,2833.52686,376.75
0.0,2833.45142,376.875
0.0,2833.37598,377.0
0.0,2833.30078,377.125
0.0,2833.22559,377.25
0.0,2833.15039,377.375
0.0,2833.07544,377.5
0.0,2833.00098,377.625
0.0,2832.92725,377.75
0.0,2832.85376,377.875
0.0,2832.78076,378.0
0.0,2832.70801,378.125
0.0,2832.63574,378.25
0.0,2832.56396,378.375
0.0,2832.49243,378.5
0.0,2832.42139,378.625
0.0,2832.35083,378.75
0.0,2832.28052,378.875
0.0,2832.20972,379.0
0.0,2832.13916,379.125
0.0,2832.06787,379.25
0.0,2831.99658,379.375
0.0,2831.92603,379.5
0.0,2831.8562,379.625
0.0,2831.78735,379.75
0.0,2831.71924,379.875
0.0,2831.65112,380.0
0.0,2831.5835,380.125
0.0,2831.51562,380.25
0.0,2831.44824,380.375
0.0,2831.38062,380.5
0.0,2831.31348,380.625
0.0,2831.24658,380.75
0.0,2831.18066,380.875
0.0,2831.11426,381.0
0.0,2831.0481,381.125
0.0,2830.98242,381.25
0.0,2830.91699,381.375
0.0,2830.85205,381.5
0.0,2830.7876,381.625
0.0,2830.72314,381.75
0.0,2830.65869,381.875
0.0,2830.59448,382.0
0.0,2830.53027,382.125
0.0,2830.46631,382.25
0.0,2830.40283,382.375
0.0,2830.33911,382.5
0.0,2830.27588,382.625
0.0,2830.21313,382.75
0.0,2830.15015,382.875
0.0,2830.0874,383.0
0.0,2830.0249,383.125
0.0,2829.96289,383.25
0.0,2829.90088,383.375
0.0,2829.83984,383.5
0.0,2829.77881,383.625
0.0,2829.71777,383.75
0.0,2829.65674,383.875
0.0,2829.5957,384.0
0.0,2829.53491,384.125
0.0,2829.47461,384.25
0.0,2829.41455,384.375
0.0,2829.35474,384.5
0.0,2829.29492,384.625
0.0,2829.23535,384.75
0.0,2829.17554,384.875
0.0,2829.11572,385.0
0.0,2829.0564,385.125
0.0,2828.99731,385.25
0.0,2828.93896,385.375
0.0,2828.88062,385.5
0.0,2828.82275,385.625
0.0,2828.76514,385.75
0.0,2828.70752,385.875
0.0,2828.64966,386.0
0.0,2828.59155,386.125
0.0,2828.5332,386.25
0.0,2828.4751,386.375
0.0,2828.41699,386.5
0.0,2828.35986,386.625
0.0,2828.30273,386.75
0.0,2828.24609,386.875
0.0,2828.18994,387.0
0.0,2828.13354,387.125
0.0,2828.07739,387.25
0.0,2828.021,387.375
0.0,2827.9646,387.5
0.0,2827.9082,387.625
0.0,2827.85205,387.75
0.0,2827.79639,387.875
0.0,2827.74097,388.0
0.0,2827.68555,388.125
0.0,2827.63037,388.25
0.0,2827.57495,388.375
0.0,2827.52002,388.5
0.0,2827.46484,388.625
0.0,2827.40991,388.75
0.0,2827.35498,388.875
0.0,2827.30054,389.0
0.0,2827.24609,389.125
0.0,2827.19214,389.25
0.0,2827.13818,389.375
0.0,2827.08496,389.5
0.0,2827.03125,389.625
0.0,2826.97803,389.75
0.0,2826.92432,389.875
0.0,2826.87085,390.0
0.0,2826.81787,390.125
0.0,2826.76465,390.25
0.0,2826.71191,390.375
0.0,2826.65967,390.5
0.0,2826.60742,390.625
0.0,2826.55542,390.75
0.0,2826.50342,390.875
0.0,2826.45166,391.0
0.0,2826.39941,391.125
0.0,2826.34766,391.25
0.0,2826.29541,391.375
0.0,2826.24365,391.5
0.0,2826.19214,391.625
0.0,2826.14014,391.75
0.0,2826.08838,391.875
0.0,2826.03711,392.0
0.0,2825.98584,392.125
0.0,2825.93457,392.25
0.0,2825.88354,392.375
0.0,2825.83252,392.5
0.0,2825.78223,392.625
0.0,2825.73218,392.75
0.0,2825.68213,392.875
0.0,2825.63281,393.0
0.0,2825.58276,393.125
0.0,2825.53247,393.25
0.0,2825.48218,393.375
0.0,2825.43213,393.5
0.0,2825.38184,393.625
0.0,2825.33179,393.75
0.0,2825.28174,393.875
0.0,2825.2312,394.0
0.0,2825.18091,394.125
0.0,2825.13086,394.25
0.0,2825.0813,394.375
0.0,2825.03198,394.5
0.0,2824.98315,394.625
0.0,2824.93457,394.75
0.0,2824.88599,394.875
0.0,2824.83716,395.0
0.0,2824.78833,395.125
0.0,2824.7395,395.25
0.0,2824.69092,395.375
0.0,2824.64331,395.5
0.0,2824.5957,395.625
0.0,2824.5481,395.75
0.0,2824.5,395.875
0.0,2824.45068,396.0
0.0,2824.40015,396.125
0.0,2824.34814,396.25
0.0,2824.29468,396.375
0.0,2824.24072,396.5
0.0,2824.1875,396.625
0.0,2824.13525,396.75
0.0,2824.08472,396.875
0.0,2824.03564,397.0
0.0,2823.98779,397.125
0.0,2823.94043,397.25
0.0,2823.89307,397.375
0.0,2823.84521,397.5
0.0,2823.79761,397.625
0.0,2823.74951,397.75
0.0,2823.70166,397.875
0.0,2823.65356,398.0
0.0,2823.6062,398.125
0.0,2823.55908,398.25
0.0,2823.51318,398.375
0.0,2823.4668,398.5
0.0,2823.42114,398.625
0.0,2823.375,398.75
0.0,2823.3291,398.875
0.0,2823.28296,399.0
0.0,2823.23682,399.125
0.0,2823.19092,399.25
0.0,2823.14575,399.375
0.0,2823.10034,399.5
0.0,2823.05518,399.625
0.0,2823.01025,399.75
0.0,2822.96533,399.875
0.0,2822.92041,400.0
0.0,2822.87598,400.125
0.0,2822.8313,400.25
0.0,2822.78662,400.375
0.0,2822.74194,400.5
0.0,2822.69678,400.625
0.0,2822.65112,400.75
0.0,2822.60596,400.875
0.0,2822.56079,401.0
0.0,2822.51587,401.125
0.0,2822.47119,401.25
0.0,2822.42651,401.375
0.0,2822.38208,401.5
0.0,2822.3374,401.625
0.0,2822.29297,401.75
0.0,2822.24829,401.875
0.0,2822.20361,402.0
0.0,2822.15894,402.125
0.0,2822.1145,402.25
0.0,2822.07031,402.375
0.0,2822.02637,402.5
0.0,2821.98267,402.625
0.0,2821.93945,402.75
0.0,2821.89624,402.875
0.0,2821.85352,403.0
0.0,2821.81079,403.125
0.0,2821.76831,403.25
0.0,2821.72607,403.375
0.0,2821.68384,403.5
0.0,2821.6416,403.625
0.0,2821.59912,403.75
0.0,2821.55664,403.875
0.0,2821.51465,404.0
0.0,2821.47339,404.125
0.0,2821.43213,404.25
0.0,2821.39062,404.375
0.0,2821.34863,404.5
0.0,2821.3064,404.625
0.0,2821.26392,404.75
0.0,2821.22119,404.875
0.0,2821.1792,405.0
0.0,2821.1377,405.125
0.0,2821.09644,405.25
0.0,2821.05518,405.375
0.0,2821.01465,405.5
0.0,2820.97388,405.625
0.0,2820.93311,405.75
0.0,2820.89258,405.875
0.0,2820.85181,406.0
0.0,2820.81104,406.125
0.0,2820.77051,406.25
0.0,2820.73022,406.375
0.0,2820.69019,406.5
0.0,2820.65039,406.625
0.0,2820.61035,406.75
0.0,2820.57056,406.875
0.0,2820.53027,407.0
0.0,2820.48975,407.125
0.0,2820.44922,407.25
0.0,2820.40869,407.375
0.0,2820.36768,407.5
0.0,2820.32715,407.625
0.0,2820.28662,407.75
0.0,2820.24609,407.875
0.0,2820.20557,408.0
0.0,2820.16553,408.125
0.0,2820.12573,408.25
0.0,2820.08618,408.375
0.0,2820.04688,408.5
0.0,2820.00732,408.625
0.0,2819.96802,408.75
0.0,2819.92847,408.875
0.0,2819.88892,409.0
0.0,2819.84985,409.125
0.0,2819.81079,409.25
0.0,2819.77124,409.375
0.0,2819.73193,409.5
0.0,2819.69238,409.625
0.0,2819.65332,409.75
0.0,2819.61426,409.875
0.0,2819.5752,410.0
0.0,2819.53662,410.125
0.0,2819.49731,410.25
0.0,2819.45825,410.375
0.0,2819.41895,410.5
0.0,2819.37939,410.625
0.0,2819.34033,410.75
0.0,2819.30127,410.875
0.0,2819.26245,411.0
0.0,2819.22412,411.125
0.0,2819.18555,411.25
0.0,2819.14722,411.375
0.0,2819.10889,411.5
0.0,2819.07031,411.625
0.0,2819.03174,411.75
0.0,2818.99316,411.875
0.0,2818.95483,412.0
0.0,2818.9165,412.125
0.0,2818.87842,412.25
0.0,2818.83984,412.375
0.0,2818.80176,412.5
0.0,2818.76318,412.625
0.0,2818.72437,412.75
0.0,2818.68579,412.875
0.0,2818.64746,413.0
0.0,2818.60913,413.125
0.0,2818.5708,413.25
0.0,2818.53296,413.375
0.0,2818.49536,413.5
0.0,2818.45776,413.625
0.0,2818.42017,413.75
0.0,2818.38232,413.875
0.0,2818.34424,414.0
0.0,2818.3064,414.125
0.0,2818.26855,414.25
0.0,2818.23145,414.375
0.0,2818.19458,414.5
0.0,2818.15771,414.625
0.0,2818.12109,414.75
0.0,2818.08398,414.875
0.0,2818.04639,415.0
0.0,2818.00879,415.125
0.0,2817.97119,415.25
0.0,2817.93408,415.375
0.0,2817.89673,415.5
0.0,2817.86035,415.625
0.0,2817.82397,415.75
0.0,2817.78833,415.875
0.0,2817.75244,416.0
0.0,2817.7168,416.125
0.0,2817.68018,416.25
0.0,2817.64355,416.375
0.0,2817.6062,416.5
0.0,2817.56934,416.625
0.0,2817.53223,416.75
0.0,2817.49561,416.875
0.0,2817.45923,417.0
0.0,2817.4231,417.125
0.0,2817.38721,417.25
0.0,2817.35156,417.375
0.0,2817.31567,417.5
0.0,2817.28003,417.625
0.0,2817.2439,417.75
0.0,2817.20776,417.875
0.0,2817.17188,418.0
0.0,2817.1355,418.125
0.0,2817.09912,418.25
0.0,2817.06226,418.375
0.0,2817.02588,418.5
0.0,2816.98999,418.625
0.0,2816.95483,418.75
0.0,2816.91992,418.875
0.0,2816.88501,419.0
0.0,2816.8501,419.125
0.0,2816.8147,419.25
0.0,2816.7793,419.375
0.0,2816.74463,419.5
0.0,2816.70972,419.625
0.0,2816.67529,419.75
0.0,2816.64062,419.875
0.0,2816.60596,420.0
0.0,2816.57153,420.125
0.0,2816.53735,420.25
0.0,2816.50342,420.375
0.0,2816.46948,420.5
0.0,2816.43506,420.625
0.0,2816.40015,420.75
0.0,2816.36523,420.875
0.0,2816.33105,421.0
0.0,2816.29688,421.125
0.0,2816.26294,421.25
0.0,2816.22925,421.375
0.0,2816.19604,421.5
0.0,2816.16235,421.625
0.0,2816.12866,421.75
0.0,2816.09448,421.875
0.0,2816.0603,422.0
0.0,2816.02637,422.125
0.0,2815.99292,422.25
0.0,2815.95972,422.375
0.0,2815.92651,422.5
0.0,2815.89307,422.625
0.0,2815.85986,422.75
0.0,2815.82666,422.875
0.0,2815.79395,423.0
0.0,2815.76123,423.125
0.0,2815.72803,423.25
0.0,2815.69434,423.375
0.0,2815.66016,423.5
0.0,2815.62573,423.625
0.0,2815.59204,423.75
0.0,2815.55884,423.875
0.0,2815.52612,424.0
0.0,2815.49316,424.125
0.0,2815.46045,424.25
0.0,2815.427,424.375
0.0,2815.39355,424.5
0.0,2815.36011,424.625
0.0,2815.32642,424.75
0.0,2815.29297,424.875
0.0,2815.26025,425.0
0.0,2815.22754,425.125
0.0,2815.19482,425.25
0.0,2815.16211,425.375
0.0,2815.12915,425.5
0.0,2815.09619,425.625
0.0,2815.06348,425.75
0.0,2815.03076,425.875
0.0,2814.99902,426.0
0.0,2814.96753,426.125
0.0,2814.93579,426.25
0.0,2814.90405,426.375
0.0,2814.87183,426.5
0.0,2814.83984,426.625
0.0,2814.80762,426.75
0.0,2814.77588,426.875
0.0,2814.74463,427.0
0.0,2814.71362,427.125
0.0,2814.68286,427.25
0.0,2814.65186,427.375
0.0,2814.62085,427.5
0.0,2814.5896,427.625
0.0,2814.55859,427.75
0.0,2814.52759,427.875
0.0,2814.49609,428.0
0.0,2814.46436,428.125
0.0,2814.43237,428.25
0.0,2814.40112,428.375
0.0,2814.37061,428.5
0.0,2814.34082,428.625
0.0,2814.31079,428.75
0.0,2814.28003,428.875
0.0,2814.24805,429.0
0.0,2814.21509,429.125
0.0,2814.18237,429.25
0.0,2814.14966,429.375
0.0,2814.11768,429.5
0.0,2814.08618,429.625
0.0,2814.05469,429.75
0.0,2814.02344,429.875
0.0,2813.99243,430.0
0.0,2813.96118,430.125
0.0,2813.92969,430.25
0.0,2813.89795,430.375
0.0,2813.86572,430.5
0.0,2813.83398,430.625
0.0,2813.80225,430.75
0.0,2813.77124,430.875
0.0,2813.74072,431.0
0.0,2813.70972,431.125
0.0,2813.67896,431.25
0.0,2813.64795,431.375
0.0,2813.6167,431.5
0.0,2813.58545,431.625
0.0,2813.55444,431.75
0.0,2813.52344,431.875
0.0,2813.49268,432.0
0.0,2813.46216,432.125
0.0,2813.43164,432.25
0.0,2813.40088,432.375
0.0,2813.37012,432.5
0.0,2813.33936,432.625
0.0,2813.30908,432.75
0.0,2813.2793,432.875
0.0,2813.24951,433.0
0.0,2813.21973,433.125
0.0,2813.18994,433.25
0.0,2813.15918,433.375
0.0,2813.12817,433.5
0.0,2813.09717,433.625
0.0,2813.06641,433.75
0.0,2813.03589,433.875
0.0,2813.00562,434.0
0.0,2812.97559,434.125
0.0,2812.94531,434.25
0.0,2812.91528,434.375
0.0,2812.88525,434.5
0.0,2812.85522,434.625
0.0,2812.8252,434.75
0.0,2812.79468,434.875
0.0,2812.76465,435.0
0.0,2812.73462,435.125
0.0,2812.70483,435.25
0.0,2812.67529,435.375
0.0,2812.64551,435.5
0.0,2812.61597,435.625
0.0,2812.58569,435.75
0.0,2812.55542,435.875
0.0,2812.52539,436.0
0.0,2812.49561,436.125
