r[m] sigma_zz[Pa]
0.15707	344616344
0.157761	344244709
0.158452	343874695.2
0.159143	343506289.2
0.159834	343139477.8
0.160525	342774247.8
0.161216	342410586.3
0.161907	342048480.6
0.162598	341687917.9
0.163289	341328885.9
0.16398	340971372.2
0.164671	340615364.9
0.165362	340260851.7
0.166053	339907821.1
0.166744	339556261.2
0.167435	339206160.6
0.168126	338857507.8
0.168817	338510291.7
0.169508	338164501.1
0.170199	337820125.1
0.17089	337477152.8
0.171581	337135573.6
0.172272	336795376.8
0.172963	336456552.1
0.173654	336119089.2
0.174345	335782977.8
0.175036	335448207.9
0.175727	335114769.6
0.176418	334782653
0.177109	334451848.5
0.1778	334122346.4
0.1778	13425552.34
0.1784984	13285671.76
0.1791968	13146369.9
0.1798952	13007653.15
0.1805936	12869527.87
0.181292	12732000.33
0.1819904	12595076.76
0.1826888	12458763.35
0.1833872	12323066.19
0.1840856	12187991.32
0.184784	12053544.73
0.1854824	11919732.29
0.1861808	11786559.84
0.1868792	11654033.12
0.1875776	11522157.78
0.188276	11390939.4
0.1889744	11260383.46
0.1896728	11130495.35
0.1903712	11001280.37
0.1910696	10872743.73
0.191768	10744890.52
0.1924664	10617725.75
0.1931648	10491254.32
0.1938632	10365481.01
0.1945616	10240410.51
0.19526	10116047.38
0.1959584	9992396.098
0.1966568	9869460.995
0.1973552	9747246.302
0.1980536	9625756.128
0.198752	9504994.465
0.1994504	9384965.179
0.2001488	9265672.018
0.2008472	9147118.602
0.2015456	9029308.427
0.202244	8912244.864
0.2029424	8795931.153
0.2036408	8680370.407
0.2043392	8565565.61
0.2050376	8451519.614
0.205736	8338235.141
0.2064344	8225714.78
0.2071328	8113960.989
0.2078312	8002976.092
0.2085296	7892762.281
0.209228	7783321.612
0.2099264	7674656.01
0.2106248	7566767.266
0.2113232	7459657.036
0.2120216	7353326.842
0.21272	7247778.074
0.21272	13566969.41
0.21611495	12839139.87
0.2195099	12138807.46
0.22290485	11465823.06
0.2262998	10819974.82
0.22969475	10200990.04
0.2330897	9608537.563
0.23648465	9042230.598
0.2398796	8501630.006
0.24327455	7986247.863
0.2466695	7495551.313
0.25006445	7028966.633
0.2534594	6585883.432
0.25685435	6165658.954
0.2602493	5767622.409
0.26364425	5391079.298
0.2670392	5035315.673
0.27043415	4699602.307
0.2738291	4383198.721
0.27722405	4085357.057
