"ghostRank","totalDisplacement:0","totalDisplacement:1","totalDisplacement:2","mass","externalForce:0","externalForce:1","externalForce:2","poromechanicsSolver_totalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","temperature","pressure","elementVolume","deltaPressure","elementCenter:0","elementCenter:1","elementCenter:2","poromechanicsSolver_primaryVariables_dofIndex","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,0.23338,0.12982,7.2733e-31,5.7135e+07,0,0,0,3103,1e-18,1e-18,1e-18,0.3,0.29999,-3.0302e+07,-3.6969e+07,-2.854e+07,-2.5371e-08,5.3587e-08,-2.6951e+06,1007.4,0,3.5187e+07,35897,1.8693e+05,109.73,181.03,1500,93745,1,138.56,104.02,180,2000
-2,0.23453,0.13023,7.2657e-31,5.7126e+07,0,0,0,3108,1e-18,1e-18,1e-18,0.3,0.29999,-3.0373e+07,-3.6888e+07,-2.8539e+07,-2.5433e-08,5.396e-08,-2.8288e+06,1007.4,0,3.5179e+07,35973,1.7938e+05,105.76,174.14,1500,93747,1,145.49,100.56,174,2000
-2,0.23575,0.13063,7.2578e-31,5.7117e+07,0,0,0,3112,1e-18,1e-18,1e-18,0.3,0.29999,-3.0453e+07,-3.6797e+07,-2.8537e+07,-2.5215e-08,5.4616e-08,-2.9751e+06,1007.4,0,3.5172e+07,36048,1.7204e+05,101.79,167.24,1500,93749,1,152.42,97.092,168,2000
-2,0.23706,0.13103,-7.2467e-31,5.7108e+07,0,0,0,3117,1e-18,1e-18,1e-18,0.3,0.29999,-3.0545e+07,-3.6695e+07,-2.8536e+07,-2.4358e-08,5.4549e-08,-3.1366e+06,1007.4,0,3.5165e+07,36124,1.6491e+05,97.821,160.34,1500,93751,1,159.35,93.628,162,2000
-2,0.23848,0.13143,0,5.7099e+07,0,0,0,3122,1e-18,1e-18,1e-18,0.3,0.29999,-3.0596e+07,-3.6639e+07,-2.8535e+07,-2.3962e-08,5.4798e-08,-3.2242e+06,1007.3,0,3.5161e+07,36161,1.6144e+05,95.835,156.9,1500,93752,1,166.28,90.164,156,2000
-2,0.24001,0.13183,0,5.7089e+07,0,0,0,3126,1e-18,1e-18,1e-18,0.3,0.29999,-3.0711e+07,-3.6514e+07,-2.8533e+07,-2.2672e-08,5.6157e-08,-3.4157e+06,1007.3,0,3.5155e+07,36237,1.5471e+05,91.864,150,1500,93754,1,173.2,86.7,150,2000
-2,0.24166,0.13222,7.1824e-31,5.708e+07,0,0,0,3131,1e-18,1e-18,1e-18,0.3,0.29999,-3.0847e+07,-3.6368e+07,-2.8532e+07,-2.1531e-08,5.7369e-08,-3.6341e+06,1007.3,0,3.5148e+07,36312,1.4835e+05,87.893,143.1,1500,93756,1,180.13,83.236,144,2000
-2,0.24345,0.13262,-7.1515e-31,5.7071e+07,0,0,0,3135,1e-18,1e-18,1e-18,0.3,0.29999,-3.0926e+07,-3.6285e+07,-2.8531e+07,-2.0702e-08,5.7954e-08,-3.7558e+06,1007.3,0,3.5145e+07,36350,1.4536e+05,85.908,139.66,1500,93757,1,187.06,79.772,138,2000
-2,0.24542,0.13301,0,5.7062e+07,0,0,0,3140,1e-18,1e-18,1e-18,0.3,0.29999,-3.1111e+07,-3.6093e+07,-2.853e+07,-2.0769e-08,5.9046e-08,-4.0318e+06,1007.3,0,3.514e+07,36425,1.4e+05,81.936,132.76,1500,93759,1,193.99,76.308,132,2000
-2,0.24758,0.13339,0,5.7053e+07,0,0,0,3145,1e-18,1e-18,1e-18,0.3,0.29999,-3.1346e+07,-3.5851e+07,-2.8529e+07,-1.93e-08,5.9917e-08,-4.3659e+06,1007.3,0,3.5136e+07,36501,1.3616e+05,77.965,125.86,1500,93761,1,200.92,72.844,126,2000
