Var1	Var2
-190.970485242621	-2335861.50204388
-190.72036018009	-2346942.7247549
-190.470235117559	-2358120.41675776
-190.220110055028	-2369395.8953964
-189.969984992496	-2380770.50343747
-189.719859929965	-2392245.60971525
-189.469734867434	-2403822.60979709
-189.219609804902	-2415502.92666995
-188.969484742371	-2427288.0114491
-188.71935967984	-2439179.34410962
-188.469234617309	-2451178.43424176
-188.219109554777	-2463286.82183095
-187.968984492246	-2475506.0780635
-187.718859429715	-2487837.80615911
-187.468734367184	-2500283.64223098
-187.218609304652	-2512845.256175
-186.968484242121	-2525524.35258886
-186.71835917959	-2538322.67172252
-186.468234117059	-2551241.99046125
-186.218109054527	-2564284.12334258
-185.967983991996	-2577450.92360858
-185.717858929465	-2590744.28429492
-185.467733866933	-2604166.13935839
-185.217608804402	-2617718.46484432
-184.967483741871	-2631403.28009575
-184.71735867934	-2645222.64900612
-184.467233616808	-2659178.68131732
-184.217108554277	-2673273.53396514
-183.966983491746	-2687509.41247419
-183.716858429215	-2701888.57240448
-183.466733366683	-2716413.320852
-183.216608304152	-2731086.01800561
-182.966483241621	-2745909.07876306
-182.71635817909	-2760884.97440847
-182.466233116558	-2776016.23435448
-182.216108054027	-2791305.44795182
-181.965982991496	-2806755.2663695
-181.715857928964	-2822368.40454911
-181.465732866433	-2838147.64323646
-181.215607803902	-2854095.83109459
-180.965482741371	-2870215.88690181
-180.715357678839	-2886510.80183906
-180.465232616308	-2902983.64187099
-180.215107553777	-2919637.55022526
-179.964982491246	-2936475.74997506
-179.714857428714	-2953501.54673013
-179.464732366183	-2970718.33144152
-179.214607303652	-2988129.58332622
-178.964482241121	-3005738.87291764
-178.714357178589	-3023549.86524853
-178.464232116058	-3041566.3231734
-178.214107053527	-3059792.11083766
-177.963981990996	-3078231.19730148
-177.713856928464	-3096887.66032658
-177.463731865933	-3115765.69033497
-177.213606803402	-3134869.59454893
-176.96348174087	-3154203.80132233
-176.713356678339	-3173772.86467404
-176.463231615808	-3193581.46903482
-176.213106553277	-3213634.43421975
-175.962981490745	-3233936.72063937
-175.712856428214	-3254493.43476325
-175.462731365683	-3275309.83485084
-175.212606303152	-3296391.33696546
-174.96248124062	-3317743.52128838
-174.712356178089	-3339372.13875101
-174.462231115558	-3361283.11800486
-174.212106053027	-3383482.57274979
-173.961980990495	-3405976.8094432
-173.711855927964	-3428772.33541391
-173.461730865433	-3451875.86740656
-173.211605802901	-3475294.34058431
-172.96148074037	-3499034.91801948
-172.711355677839	-3523105.00070435
-172.461230615308	-3547512.23811655
-172.211105552776	-3572264.5393765
-171.960980490245	-3597370.08503687
-171.710855427714	-3622837.33954782
-171.460730365183	-3648675.06444473
-171.210605302651	-3674892.33230941
-170.96048024012	-3701498.54155987
-170.710355177589	-3728503.43212814
-170.460230115058	-3755917.10209124
-170.210105052526	-3783750.02532527
-169.959979989995	-3812013.07025936
-169.709854927464	-3840717.51981262
-169.459729864932	-3869875.09260467
-169.209604802401	-3899497.96553884
-168.95947973987	-3929598.79786572
-168.709354677339	-3960190.75684528
-168.459229614807	-3991287.54513655
-168.209104552276	-4022903.43005628
-167.958979489745	-4055053.27486177
-167.708854427214	-4087752.57222823
-167.458729364682	-4121017.4801079
-167.208604302151	-4154864.86017736
-166.95847923962	-4189312.31910022
-166.708354177089	-4224378.2528564
-166.458229114557	-4260081.89441551
-166.208104052026	-4296443.36506158
-165.957978989495	-4333483.72971003
-165.707853926963	-4371225.0565953
-165.457728864432	-4409690.48175009
-165.207603801901	-4448904.27874541
-164.95747873937	-4488891.93421488
-164.707353676838	-4529680.22974873
-164.457228614307	-4571297.33081307
-164.207103551776	-4613772.8834303
-163.956978489245	-4657138.11944792
-163.706853426713	-4701425.97132761
-163.456728364182	-4746671.19750698
-163.206603301651	-4792910.51952432
-162.95647823912	-4840182.772256
-162.706353176588	-4888529.06880069
-162.456228114057	-4937992.98175786
-162.206103051526	-4988620.74289622
-161.955977988995	-5040461.46349723
-161.705852926463	-5093567.37799687
-161.455727863932	-5147994.11394579
-161.205602801401	-5203800.99177452
-160.955477738869	-5261051.35840191
-160.705352676338	-5319812.95937754
-160.455227613807	-5380158.3550258
-160.205102551276	-5442165.38698609
-159.954977488744	-5505917.70265483
-159.704852426213	-5571505.34637254
-159.454727363682	-5639025.42781578
-159.204602301151	-5708582.88001807
-158.954477238619	-5780291.3218404
-158.704352176088	-5854274.04265267
-158.454227113557	-5930665.1306139
-158.204102051026	-6009610.77043714
-157.953976988494	-6091270.74213898
-157.703851925963	-6175820.15932164
-157.453726863432	-6263451.49444774
-157.2036018009	-6354376.94991384
-156.953476738369	-6448831.24828546
-156.703351675838	-6547074.93388262
-156.453226613307	-6649398.30246201
-156.203101550775	-6756126.10807436
-155.952976488244	-6867623.23916097
-155.702851425713	-6984301.61371883
-155.452726363182	-7106628.62187563
-155.20260130065	-7235137.55225986
-154.952476238119	-7370440.58923824
-154.702351175588	-7513245.18134607
-154.452226113057	-7664374.88788959
-154.202101050525	-7824796.25944949
-153.951975987994	-7995653.97751922
-153.701850925463	-8178317.49898812
-153.451725862931	-8374444.04422171
-153.2016008004	-8586065.32195091
-152.951475737869	-8815709.60645484
-152.701350675338	-9066578.007373
-152.451225612806	-9342806.6384333
-152.201100550275	-9649870.39466222
-151.950975487744	-9995231.36482299
-151.700850425213	-10389434.5766391
-151.450725362681	-10848081.5789388
-151.20060030015	-11395689.7516482
-150.950475237619	-12074122.2232646
-150.700350175088	-12964164.8292692
-150.450225112556	-14256574.4377611
-150.200100050025	-16637435.9943553
-149.949974987494	-20715039.5131008
-149.699849924962	-15420376.9688893
-149.449724862431	-13622140.2377467
-149.1995997999	-12506403.1050153
-148.949474737369	-11693674.1850788
-148.699349674837	-11053015.187949
-148.449224612306	-10523450.8390499
-148.199099549775	-10071584.4097573
-147.948974487244	-9677125.25084724
-147.698849424712	-9326817.72095334
-147.448724362181	-9011523.34834103
-147.19859929965	-8724674.60766203
-146.948474237119	-8461392.65953483
-146.698349174587	-8217953.81765999
-146.448224112056	-7991451.38616034
-146.198099049525	-7779572.84555314
-145.947973986994	-7580448.17281779
-145.697848924462	-7392543.67181443
-145.447723861931	-7214585.85157531
-145.1975987994	-7045505.69196816
-144.947473736868	-6884397.07620888
-144.697348674337	-6730485.27726834
-144.447223611806	-6583102.71425157
-144.197098549275	-6441670.05463828
-143.946973486743	-6305681.30737724
-143.696848424212	-6174691.93633198
-143.446723361681	-6048309.28822688
-143.19659829915	-5926184.8144978
-142.946473236618	-5808007.69814235
-142.696348174087	-5693499.59160787
-142.446223111556	-5582410.2410985
-142.196098049025	-5474513.82394051
-141.945972986493	-5369605.86395475
-141.695847923962	-5267500.61871598
-141.445722861431	-5168028.85463558
-141.195597798899	-5071035.94277312
-140.945472736368	-4976380.22144558
-140.695347673837	-4883931.58199498
-140.445222611306	-4793570.24218294
-140.195097548774	-4705185.67810953
-139.944972486243	-4618675.69068898
-139.694847423712	-4533945.58683753
-139.444722361181	-4450907.45886228
-139.194597298649	-4369479.54824724
-138.944472236118	-4289585.68224476
-138.694347173587	-4211154.77349679
-138.444222111056	-4134120.37440777
-138.194097048524	-4058420.27923275
-137.943971985993	-3983996.16787687
-137.693846923462	-3910793.28626547
-137.44372186093	-3838760.15886907
-137.193596798399	-3767848.32957625
-136.943471735868	-3698012.12762395
-136.693346673337	-3629208.45573132
-136.443221610805	-3561396.59795565
-136.193096548274	-3494538.04510643
-135.942971485743	-3428596.33582549
-135.692846423212	-3363536.91167507
-135.44272136068	-3299326.98477655
-135.192596298149	-3235935.4167167
-134.942471235618	-3173332.6075885
-134.692346173087	-3111490.39416441
-134.442221110555	-3050381.95631375
-134.192096048024	-2989981.73087473
-133.941970985493	-2930265.33227888
-133.691845922961	-2871209.47930112
-133.44172086043	-2812791.927376
-133.191595797899	-2754991.40597885
-132.941470735368	-2697787.56062286
-132.691345672836	-2641160.8990686
-132.441220610305	-2585092.74138295
-132.191095547774	-2529565.1735207
-131.940970485243	-2474561.00413349
-131.690845422711	-2420063.7243397
-131.44072036018	-2366057.47021373
-131.190595297649	-2312526.98777612
-130.940470235118	-2259457.60028589
-130.690345172586	-2206835.17765476
-130.440220110055	-2154646.10781916
-130.190095047524	-2102877.26992029
-129.939969984993	-2051516.00915603
-129.689844922461	-2000550.11318
-129.43971985993	-1949967.78993373
-129.189594797399	-1899757.64680785
-128.939469734867	-1849908.67103657
-128.689344672336	-1800410.21123776
-128.439219609805	-1751251.96001822
-128.189094547274	-1702423.93756986
-127.938969484742	-1653916.47618894
-127.688844422211	-1605720.20565525
-127.43871935968	-1557826.03941369
-127.188594297149	-1510225.16150451
-126.938469234617	-1462909.01419302
-126.688344172086	-1415869.28625306
-126.438219109555	-1369097.90186201
-126.188094047024	-1322587.01006812
-125.937968984492	-1276328.97479394
-125.687843921961	-1230316.36534218
-125.43771885943	-1184541.94737258
-125.187593796898	-1138998.67432094
-124.937468734367	-1093679.67923303
-124.687343671836	-1048578.26698838
-124.437218609305	-1003687.90689033
-124.187093546773	-959002.225600557
-123.936968484242	-914515.000397644
-123.686843421711	-870220.152740541
-123.43671835918	-826111.74211917
-123.186593296648	-782183.960175463
-122.936468234117	-738431.125079182
-122.686343171586	-694847.67614398
-122.436218109055	-651428.168669875
-122.186093046523	-608167.26899936
-121.935967983992	-565059.749775015
-121.685842921461	-522100.485387266
-121.435717858929	-479284.447601636
-121.185592796398	-436606.701355391
-120.935467733867	-394062.400714163
-120.685342671336	-351646.784979575
-120.435217608804	-309355.174939456
-120.185092546273	-267182.969252717
-119.934967483742	-225125.640961329
-119.684842421211	-183178.734122309
-119.434717358679	-141337.860553
-119.184592296148	-99598.6966832201
-118.934467233617	-57956.9805082523
-118.684342171086	-16408.5086369313
-118.434217108554	25050.8665706523
-118.184092046023	66425.239781034
-117.933966983492	107718.655385769
-117.68384192096	148935.110125095
-117.433716858429	190078.555641351
-117.183591795898	231152.900966485
-116.933466733367	272162.014947748
-116.683341670835	313109.728615567
-116.433216608304	353999.837497379
-116.183091545773	394836.10388105
-115.932966483242	435622.259031463
-115.68284142071	476362.005363585
-115.432716358179	517059.018575361
-115.182591295648	557716.949743545
-114.932466233117	598339.427385589
-114.682341170585	638930.059490535
-114.432216108054	679492.435521843
-114.182091045523	720030.128394979
-113.931965982991	760546.696432526
-113.68184092046	801045.685299534
-113.431715857929	841530.629921772
-113.181590795398	882005.056389499
-112.931465732866	922472.483849326
-112.681340670335	962936.426386739
-112.431215607804	1003400.3949018
-112.181090545273	1043867.89898052
-111.930965482741	1084342.44876449
-111.68084042021	1124827.55682109
-111.430715357679	1165326.74001697
-111.180590295148	1205843.52139723
-110.930465232616	1246381.43207273
-110.680340170085	1286944.01311823
-110.430215107554	1327534.81748382
-110.180090045023	1368157.41192225
-109.929964982491	1408815.37893489
-109.67983991996	1449512.31873885
-109.429714857429	1490251.85125815
-109.179589794897	1531037.61814169
-108.929464732366	1571873.28481083
-108.679339669835	1612762.54253963
-108.429214607304	1653709.11057076
-108.179089544772	1694716.73827007
-107.928964482241	1735789.2073233
-107.67883941971	1776930.33397804
-107.428714357179	1818143.97133447
-107.178589294647	1859434.01168855
-106.928464232116	1900804.38893129
-106.678339169585	1942259.08100796
-106.428214107054	1983802.11244147
-106.178089044522	2025437.5569239
-105.927963981991	2067169.5399808
-105.67783891946	2109002.24171283
-105.427713856928	2150939.89961944
-105.177588794397	2192986.81150997
-104.927463731866	2235147.33850724
-104.677338669335	2277425.90814938
-104.427213606803	2319827.01759582
-104.177088544272	2362355.23694358
-103.926963481741	2405015.2126606
-103.67683841921	2447811.67114282
-103.426713356678	2490749.42240257
-103.176588294147	2533833.36389586
-102.926463231616	2577068.48449687
-102.676338169085	2620459.8686283
-102.426213106553	2664012.70055683
-102.176088044022	2707732.26886344
-101.925962981491	2751623.97109899
-101.675837918959	2795693.31863614
-101.425712856428	2839945.94172933
-101.175587793897	2884387.59479539
-100.925462731366	2929024.16192794
-100.675337668834	2973861.66266004
-100.425212606303	3018906.25799003
-100.175087543772	3064164.2566869
-99.9249624812406	3109642.12189239
-99.6748374187094	3155346.47803838
-99.4247123561781	3201284.11809939
-99.1745872936468	3247462.01120135
-98.9244622311156	3293887.31060942
-98.6743371685843	3340567.36211919
-98.424212106053	3387509.71287762
-98.1740870435218	3434722.12066162
-97.9239619809905	3482212.56364475
-97.6738369184592	3529989.25068451
-97.423711855928	3578060.63216531
-97.1735867933967	3626435.41143504
-96.9234617308654	3675122.55687588
-96.6733366683342	3724131.31465364
-96.4232116058029	3773471.22219323
-96.1730865432716	3823152.12243163
-95.9229614807404	3873184.17890452
-95.6728364182091	3923577.89172685
-95.4227113556778	3974344.11453305
-95.1725862931466	4025494.07244838
-94.9224612306153	4077039.3811687
-94.672336168084	4128992.06723325
-94.4222111055528	4181364.5895823
-94.1720860430215	4234169.86249997
-93.9219609804903	4287421.28005157
-93.671835917959	4341132.74213539
-93.4217108554277	4395318.68227961
-93.1715857928965	4449994.09732795
-92.9214607303652	4505174.57917149
-92.6713356678339	4560876.34869936
-92.4212106053027	4617116.29215859
-92.1710855427714	4673912.00013234
-91.9209604802401	4731281.8093674
-91.6708354177089	4789244.84770589
-91.4207103551776	4847821.08240291
-91.1705852926463	4907031.37214249
-90.9204602301151	4966897.52309784
-90.6703351675838	5027442.34942059
-90.4202101050525	5088689.73858697
-90.1700850425213	5150664.72207769
-89.91995997999	5213393.55192398
-89.6698349174587	5276903.78371513
-89.4197098549275	5341224.36673471
-89.1695847923962	5406385.74197407
-88.9194597298649	5472419.94886539
-88.6693346673337	5539360.74168335
-88.4192096048024	5607243.71668702
-88.1690845422711	5676106.45121504
-87.9189594797399	5745988.65610981
-87.6688344172086	5816932.34303471
-87.4187093546773	5888982.00846688
-87.1685842921461	5962184.83640185
-86.9184592296148	6036590.92210255
-86.6683341670835	6112253.51957152
-86.4182091045523	6189229.31583158
-86.168084042021	6267578.73557883
-85.9179589794898	6347366.28033684
-85.6678339169585	6428660.90691109
-85.4177088544272	6511536.45074001
-85.167583791896	6596072.10069107
-84.9174587293647	6682352.93299285
-84.6673336668334	6770470.51336927
-84.4172086043022	6860523.57810691
-84.1670835417709	6952618.80680857
-83.9169584792396	7046871.70205746
-83.6668334167084	7143407.59424947
-83.4167083541771	7242362.79359526
-83.1665832916458	7343885.91594251
-82.9164582291146	7448139.41487462
-82.6663331665833	7555301.35984006
-82.416208104052	7665567.50930271
-82.1660830415208	7779153.73967598
-81.9159579789895	7896298.90592485
-81.6658329164582	8017268.22930043
-81.415707853927	8142357.33324857
-81.1655827913957	8271897.08225486
-80.9154577288644	8406259.42329173
-80.6653326663332	8545864.48997392
-80.4152076038019	8691189.31182561
-80.1650825412706	8842778.58453434
-79.9149574787394	9001258.1156585
-79.6648324162081	9167351.78521376
-79.4147073536768	9341903.18486422
-79.1645822911456	9525903.5753403
-78.9144572286143	9720528.51389068
-78.664332166083	9927186.59282403
-78.4142071035518	10147585.4371092
-78.1640820410205	10383822.8578766
-77.9139569784893	10638515.6245973
-77.663831915958	10914986.1756519
-77.4137068534267	11217541.6700751
-77.1635817908954	11551906.2593743
-76.9134567283642	11925920.1298986
-76.6633316658329	12350731.0591068
-76.4132066033017	12842964.2499312
-76.1630815407704	13429027.1985304
-75.9129564782391	14154703.2620376
-75.6628314157079	15110456.9279291
-75.4127063531766	16519205.019429
-75.1625812906453	19277921.2928282
-74.9124562281141	21114975.8116267
-74.6623311655828	17145428.1785916
-74.4122061030515	15522161.9209052
-74.1620810405203	14487986.5586101
-73.911955977989	13729016.9182299
-73.6618309154577	13130137.9434301
-73.4117058529265	12636107.362544
-73.1615807903952	12216108.7047471
-72.9114557278639	11851184.3106521
-72.6613306653327	11528836.7717386
-72.4112056028014	11240390.8210225
-72.1610805402701	10979577.9584848
-71.9109554777389	10741721.0729895
-71.6608304152076	10523237.5594322
-71.4107053526763	10321322.4002743
-71.1605802901451	10133738.2504404
-70.9104552276138	9958671.90067464
-70.6603301650825	9794633.42276678
-70.4102051025513	9640383.61764409
-70.16008004002	9494880.73958585
-69.9099549774888	9357240.65971698
-69.6598299149575	9226706.59522357
-69.4097048524262	9102625.77378486
-69.1595797898949	8984431.20979192
-68.9094547273637	8871627.30484646
-68.6593296648324	8763778.34817176
-68.4092046023012	8660499.2431722
-68.1590795397699	8561447.96222141
-67.9089544772386	8466319.35703397
-67.6588294147074	8374840.0424748
-67.4087043521761	8286764.13788198
-67.1585792896448	8201869.69901188
-66.9084542271136	8119955.7104218
-66.6583291645823	8040839.53586616
-66.408204102051	7964354.74547638
-66.1580790395198	7890349.25482074
-65.9079539769885	7818683.7236208
-65.6578289144572	7749230.17182651
-65.407703851926	7681870.77857904
-65.1575787893947	7616496.8358041
-64.9074537268634	7553007.83314462
-64.6573286643322	7491310.65493447
-64.4072036018009	7431318.87314421
-64.1570785392696	7372952.1228559
-63.9069534767384	7316135.54897072
-63.6568284142071	7260799.31461717
-63.4067033516758	7206878.16318283
-63.1565782891446	7154311.02710062
-62.9064532266133	7103040.67752498
-62.656328164082	7053013.40987454
-62.4062031015508	7004178.76092316
-62.1560780390195	6956489.25371593
-61.9059529764883	6909900.16708953
-61.655827913957	6864369.32700295
-61.4057028514257	6819856.91724795
-61.1555777888945	6776325.30741891
-60.9054527263632	6733738.89628741
-60.6553276638319	6692063.96895548
-60.4052026013007	6651268.56635808
-60.1550775387694	6611322.36585561
-59.9049524762381	6572196.57180438
-59.6548274137069	6533863.81512103
-59.4047023511756	6496298.06096835
-59.1545772886443	6459474.52378683
-58.9044522261131	6423369.58898184
-58.6543271635818	6387960.74065027
-58.4042021010505	6353226.49479649
-58.1540770385193	6319146.33754465
-57.903951975988	6285700.66790562
-57.6538269134567	6252870.74470149
-57.4037018509255	6220638.63729036
-57.1535767883942	6188987.17976982
-56.9034517258629	6157899.92836823
-56.6533266633317	6127361.12176152
-56.4032016008004	6097355.64407757
-56.1530765382691	6067868.99037282
-55.9029514757379	6038887.23438549
-55.6528264132066	6010396.99838764
-55.4027013506753	5982385.42497429
-55.1525762881441	5954840.15064212
-54.9024512256128	5927749.28102343
-54.6523261630815	5901101.36765227
-54.4022011005503	5874885.38615061
-54.152076038019	5849090.71573161
-53.9019509754878	5823707.11992568
-53.6518259129565	5798724.72844295
-53.4017008504252	5774134.0200927
-53.151575787894	5749925.80668659
-52.9014507253627	5726091.21785875
-52.6513256628314	5702621.68674045
-52.4012006003002	5679508.93643267
-52.1510755377689	5656744.9672235
-51.9009504752376	5634322.044502
-51.6508254127064	5612232.6873233
-51.4007003501751	5590469.65758341
-51.1505752876438	5569025.94976518
-50.9004502251126	5547894.78121951
-50.6503251625813	5527069.58294885
-50.40020010005	5506543.99086202
-50.1500750375188	5486311.83747178
-49.8999499749875	5466367.14400864
-49.6498249124562	5446704.11292595
-49.399699849925	5427317.12077343
-49.1495747873937	5408200.71141746
-48.8994497248624	5389349.58958822
-48.6493246623312	5370758.61473489
-48.3991995997999	5352422.7951715
-48.1490745372686	5334337.28249709
-47.8989494747374	5316497.36627489
-47.6488244122061	5298898.46895627
-47.3986993496748	5281536.14103611
-47.1485742871436	5264406.05642695
-46.8984492246123	5247504.00804039
-46.648324162081	5230825.90356447
-46.3981990995498	5214367.76142688
-46.1480740370185	5198125.70693427
-45.8979489744872	5182095.96857842
-45.647823911956	5166274.87450081
-45.3976988494247	5150658.84910758
-45.1475737868935	5135244.40982704
-44.8974487243622	5120028.16400291
-44.6473236618309	5105006.80591632
-44.3971985992997	5090177.1139303
-44.1470735367684	5075535.9477508
-43.8969484742371	5061080.2457986
-43.6468234117059	5046807.02268669
-43.3966983491746	5032713.36679824
-43.1465732866433	5018796.43796021
-42.8964482241121	5005053.46520836
-42.6463231615808	4991481.74463911
-42.3961980990495	4978078.63734451
