time,p_0m,p_4p2m,p_5p6m,T_0m,T_4p2m,T_5p6m,disp_1p4m,disp_4p2m,disp_7m,sxx_0m,sxx_4p2m,sxx_5p6m,syy_0m
1.60100000e+03,2.52251142e-02,1.46256569e-02,7.54539590e-03,2.81003845e+02,2.97697029e+02,3.09763430e+02,9.77500581e-05,2.80003826e-04,4.24399689e-04,-6.99070970e-01,-7.43490676e-01,-7.76832814e-01,-1.00000000e+00
1.80100000e+03,1.62931416e-02,9.44737913e-03,4.87400545e-03,2.82855572e+02,2.99103489e+02,3.10553222e+02,9.68954471e-05,2.77359754e-04,4.20818195e-04,-7.01648962e-01,-7.46028846e-01,-7.78406441e-01,-1.00000000e+00
2.00100000e+03,1.06396278e-02,6.16947687e-03,3.18293763e-03,2.84679484e+02,3.00381726e+02,3.11254989e+02,9.57251980e-05,2.74025125e-04,4.16488460e-04,-7.05236379e-01,-7.48834922e-01,-7.80051049e-01,-1.00000000e+00
2.20100000e+03,7.05537438e-03,4.09113866e-03,2.11069015e-03,2.86456274e+02,3.01558076e+02,3.11889800e+02,9.43845731e-05,2.70335051e-04,4.11789191e-04,-7.09372211e-01,-7.51745616e-01,-7.81703937e-01,-1.00000000e+00
2.40100000e+03,4.77745750e-03,2.77016244e-03,1.42915564e-03,2.88174411e+02,3.02650851e+02,3.12471985e+02,9.29644667e-05,2.66497248e-04,4.06953657e-04,-7.13767546e-01,-7.54663035e-01,-7.83328854e-01,-1.00000000e+00
2.60100000e+03,3.32450908e-03,1.92751619e-03,9.94393423e-04,2.89827527e+02,3.03672992e+02,3.13011436e+02,9.15212797e-05,2.62639191e-04,4.02123860e-04,-7.18242808e-01,-7.57529625e-01,-7.84905619e-01,-1.00000000e+00
2.80100000e+03,2.39279629e-03,1.38712098e-03,7.15569232e-04,2.91412636e+02,3.04633833e+02,3.13515089e+02,9.00895527e-05,2.58837858e-04,3.97384627e-04,-7.22687796e-01,-7.60312626e-01,-7.86423728e-01,-1.00000000e+00
3.00100000e+03,1.79065801e-03,1.03785729e-03,5.35357723e-04,2.92928955e+02,3.05540273e+02,3.13987911e+02,8.86899929e-05,2.55138510e-04,3.92785044e-04,-7.27036264e-01,-7.62994457e-01,-7.87878425e-01,-1.00000000e+00
3.20100000e+03,1.39714072e-03,8.09592888e-04,4.17577192e-04,2.94377102e+02,3.06397562e+02,3.14433544e+02,8.73345720e-05,2.51566537e-04,3.88351934e-04,-7.31249752e-01,-7.65566764e-01,-7.89268333e-01,-1.00000000e+00
3.40100000e+03,1.13590186e-03,6.58057681e-04,3.39387528e-04,2.95758579e+02,3.07209821e+02,3.14854731e+02,8.60297641e-05,2.48134925e-04,3.84098326e-04,-7.35307314e-01,-7.68026750e-01,-7.90594009e-01,-1.00000000e+00
3.60100000e+03,9.58745372e-04,5.55300352e-04,2.86367348e-04,2.97075418e+02,3.07980387e+02,3.15253608e+02,8.47786009e-05,2.44848980e-04,3.80028761e-04,-7.39198982e-01,-7.70374923e-01,-7.91857089e-01,-1.00000000e+00
3.80100000e+03,8.35234252e-04,4.83666959e-04,2.49407783e-04,2.98329958e+02,3.08712049e+02,3.15631884e+02,8.35819758e-05,2.41709290e-04,3.76142630e-04,-7.42921622e-01,-7.72613701e-01,-7.93059777e-01,-1.00000000e+00
4.00100000e+03,7.46137044e-04,4.32001645e-04,2.22752523e-04,2.99524688e+02,3.09407205e+02,3.15990980e+02,8.24394715e-05,2.38713597e-04,3.72436254e-04,-7.46476299e-01,-7.74746571e-01,-7.94204544e-01,-1.00000000e+00
4.20100000e+03,6.79293206e-04,3.93249416e-04,2.02761097e-04,3.00662158e+02,3.10067965e+02,3.16332103e+02,8.13498834e-05,2.35857976e-04,3.68904187e-04,-7.49866604e-01,-7.76777574e-01,-7.95293955e-01,-1.00000000e+00
4.40100000e+03,6.27004508e-04,3.62943553e-04,1.87128512e-04,3.01744912e+02,3.10696223e+02,3.16656310e+02,8.03115510e-05,2.33137564e-04,3.65540027e-04,-7.53097602e-01,-7.78710993e-01,-7.96330570e-01,-1.00000000e+00
4.60100000e+03,5.84389226e-04,3.38251187e-04,1.74392836e-04,3.02775447e+02,3.11293705e+02,3.16964545e+02,7.93225663e-05,2.30547023e-04,3.62336916e-04,-7.56175161e-01,-7.80551169e-01,-7.97316891e-01,-1.00000000e+00
4.80100000e+03,5.48343749e-04,3.17371068e-04,1.63624471e-04,3.03756193e+02,3.11862004e+02,3.17257664e+02,7.83809049e-05,2.28080828e-04,3.59287848e-04,-7.59105537e-01,-7.82302391e-01,-7.98255334e-01,-1.00000000e+00
5.00100000e+03,5.16887409e-04,2.99153530e-04,1.54230066e-04,3.04689497e+02,3.12402602e+02,3.17536456e+02,7.74845069e-05,2.25733433e-04,3.56385855e-04,-7.61895107e-01,-7.83968839e-01,-7.99148215e-01,-1.00000000e+00
5.20100000e+03,4.88749082e-04,2.82860682e-04,1.45828775e-04,3.05577614e+02,3.12916887e+02,3.17801651e+02,7.66313274e-05,2.23499385e-04,3.53624118e-04,-7.64550217e-01,-7.85554543e-01,-7.99997746e-01,-1.00000000e+00
5.40100000e+03,4.63106335e-04,2.68015056e-04,1.38174155e-04,3.06422706e+02,3.13406164e+02,3.18053933e+02,7.58193663e-05,2.21373381e-04,3.50996031e-04,-7.67077078e-01,-7.87063376e-01,-8.00806034e-01,-1.00000000e+00
5.60100000e+03,4.39420794e-04,2.54304081e-04,1.31104873e-04,3.07226841e+02,3.13871666e+02,3.18293944e+02,7.50466856e-05,2.19350302e-04,3.48495234e-04,-7.69481711e-01,-7.88499040e-01,-8.01575087e-01,-1.00000000e+00
5.80100000e+03,4.17334243e-04,2.41519785e-04,1.24513582e-04,3.07991991e+02,3.14314560e+02,3.18522291e+02,7.43114194e-05,2.17425234e-04,3.46115631e-04,-7.71769919e-01,-7.89865071e-01,-8.02306813e-01,-1.00000000e+00
6.00100000e+03,3.96603024e-04,2.29520714e-04,1.18327272e-04,3.08720040e+02,3.14735950e+02,3.18739546e+02,7.36117777e-05,2.15593471e-04,3.43851388e-04,-7.73947266e-01,-7.91164837e-01,-8.03003027e-01,-1.00000000e+00
6.20100000e+03,3.77056606e-04,2.18207885e-04,1.12494859e-04,3.09412780e+02,3.15136887e+02,3.18946252e+02,7.29460487e-05,2.13850518e-04,3.41696941e-04,-7.76019079e-01,-7.92401551e-01,-8.03665455e-01,-1.00000000e+00
6.40100000e+03,3.58571410e-04,2.07509584e-04,1.06979332e-04,3.10071921e+02,3.15518365e+02,3.19142923e+02,7.23125975e-05,2.12192087e-04,3.39646982e-04,-7.77990443e-01,-7.93578269e-01,-8.04295739e-01,-1.00000000e+00
6.60100000e+03,3.41054251e-04,1.97371753e-04,1.01752799e-04,3.10699091e+02,3.15881331e+02,3.19330050e+02,7.17098649e-05,2.10614090e-04,3.37696452e-04,-7.79866210e-01,-7.94697900e-01,-8.04895442e-01,-1.00000000e+00
6.80100000e+03,3.24431859e-04,1.87751904e-04,9.67933375e-05,3.11295838e+02,3.16226686e+02,3.19508096e+02,7.11363649e-05,2.09112633e-04,3.35840537e-04,-7.81651003e-01,-7.95763213e-01,-8.05466047e-01,-1.00000000e+00
7.00100000e+03,3.08644232e-04,1.78615254e-04,9.20830054e-05,3.11863637e+02,3.16555284e+02,3.19677502e+02,7.05906821e-05,2.07684007e-04,3.34074651e-04,-7.83349226e-01,-7.96776844e-01,-8.06008967e-01,-1.00000000e+00
7.20100000e+03,2.93640401e-04,1.69932270e-04,8.76065698e-05,3.12403892e+02,3.16867939e+02,3.19838689e+02,7.00714689e-05,2.06324682e-04,3.32394428e-04,-7.84965075e-01,-7.97741301e-01,-8.06525547e-01,-1.00000000e+00
7.40100000e+03,2.79375738e-04,1.61677098e-04,8.33506974e-05,3.12917939e+02,3.17165426e+02,3.19992055e+02,6.95774422e-05,2.05031299e-04,3.30795715e-04,-7.86502540e-01,-7.98658967e-01,-8.07017065e-01,-1.00000000e+00
7.60100000e+03,2.65810217e-04,1.53826559e-04,7.93034348e-05,3.13407049e+02,3.17448480e+02,3.20137980e+02,6.91073808e-05,2.03800659e-04,3.29274558e-04,-7.87965423e-01,-7.99532115e-01,-8.07484737e-01,-1.00000000e+00
7.80100000e+03,2.52907291e-04,1.46359492e-04,7.54538707e-05,3.13872431e+02,3.17717802e+02,3.20276826e+02,6.86601227e-05,2.02629720e-04,3.27827197e-04,-7.89357340e-01,-8.00362903e-01,-8.07929720e-01,-1.00000000e+00
8.00100000e+03,2.40633159e-04,1.39256327e-04,7.17919149e-05,3.14315236e+02,3.17974058e+02,3.20408936e+02,6.82345619e-05,2.01515586e-04,3.26450050e-04,-7.90681733e-01,-8.01153387e-01,-8.08353116e-01,-1.00000000e+00
8.20100000e+03,2.28956269e-04,1.32498801e-04,6.83081508e-05,3.14736559e+02,3.18217881e+02,3.20534637e+02,6.78296459e-05,2.00455502e-04,3.25139713e-04,-7.91941876e-01,-8.01905522e-01,-8.08755970e-01,-1.00000000e+00
8.40100000e+03,2.17846987e-04,1.26069761e-04,6.49937349e-05,3.15137443e+02,3.18449877e+02,3.20654239e+02,6.74443734e-05,1.99446844e-04,3.23892944e-04,-7.93140887e-01,-8.02621169e-01,-8.09139281e-01,-1.00000000e+00
8.60100000e+03,2.07277361e-04,1.19953028e-04,6.18403261e-05,3.15518879e+02,3.18670617e+02,3.20768039e+02,6.70777915e-05,1.98487120e-04,3.22706659e-04,-7.94281731e-01,-8.03302097e-01,-8.09503996e-01,-1.00000000e+00
8.80100000e+03,1.97220949e-04,1.14133298e-04,5.88400343e-05,3.15881811e+02,3.18880648e+02,3.20876318e+02,6.67289934e-05,1.97573955e-04,3.21577924e-04,-7.95367230e-01,-8.03949991e-01,-8.09851018e-01,-1.00000000e+00
9.00100000e+03,1.87652686e-04,1.08596067e-04,5.59853812e-05,3.16227135e+02,3.19080491e+02,3.20979345e+02,6.63971165e-05,1.96705090e-04,3.20503948e-04,-7.96400067e-01,-8.04566454e-01,-8.10181205e-01,-1.00000000e+00
9.20100000e+03,1.78548787e-04,1.03327567e-04,5.32692700e-05,3.16555707e+02,3.19270638e+02,3.21077373e+02,6.60813400e-05,1.95878376e-04,3.19482073e-04,-7.97382799e-01,-8.05153011e-01,-8.10495373e-01,-1.00000000e+00
9.40100000e+03,1.69886657e-04,9.83147246e-05,5.06849596e-05,3.16868339e+02,3.19451560e+02,3.21170645e+02,6.57808826e-05,1.95091768e-04,3.18509772e-04,-7.98317856e-01,-8.05711112e-01,-8.10794299e-01,-1.00000000e+00
9.60100000e+03,1.61644825e-04,9.35451115e-05,4.82260435e-05,3.17165804e+02,3.19623706e+02,3.21259393e+02,6.54950014e-05,1.94343321e-04,3.17584641e-04,-7.99207551e-01,-8.06242137e-01,-8.11078724e-01,-1.00000000e+00
9.80100000e+03,1.53802874e-04,8.90069129e-05,4.58864303e-05,3.17448839e+02,3.19787500e+02,3.21343835e+02,6.52229891e-05,1.93631184e-04,3.16704391e-04,-8.00054083e-01,-8.06747401e-01,-8.11349351e-01,-1.00000000e+00
1.00010000e+04,1.46341387e-04,8.46888925e-05,4.36603273e-05,3.17718142e+02,3.19943348e+02,3.21424180e+02,6.49641729e-05,1.92953594e-04,3.15866844e-04,-8.00859548e-01,-8.07228153e-01,-8.11606849e-01,-1.00000000e+00
1.20010000e+04,9.33947592e-05,5.40482687e-05,2.78639267e-05,3.19629128e+02,3.21049250e+02,3.21994315e+02,6.31276052e-05,1.88145397e-04,3.09923586e-04,-8.06575152e-01,-8.10639585e-01,-8.13434061e-01,-1.00000000e+00
1.40010000e+04,5.96043655e-05,3.44935067e-05,1.77827073e-05,3.20848715e+02,3.21755035e+02,3.22358173e+02,6.19555109e-05,1.85076814e-04,3.06130609e-04,-8.10222841e-01,-8.12816754e-01,-8.14600184e-01,-1.00000000e+00
1.60010000e+04,3.80394003e-05,2.20136947e-05,1.13488922e-05,3.21627054e+02,3.22205465e+02,3.22590387e+02,6.12074824e-05,1.83118450e-04,3.03709938e-04,-8.12550789e-01,-8.14206220e-01,-8.15344402e-01,-1.00000000e+00
1.80010000e+04,2.42766781e-05,1.40491011e-05,7.24284295e-06,3.22123788e+02,3.22492929e+02,3.22738586e+02,6.07300920e-05,1.81868626e-04,3.02165070e-04,-8.14036481e-01,-8.15092975e-01,-8.15819360e-01,-1.00000000e+00
2.00010000e+04,1.54933331e-05,8.96611153e-06,4.62236959e-06,3.22440803e+02,3.22676388e+02,3.22833166e+02,6.04254222e-05,1.81070990e-04,3.01179138e-04,-8.14984648e-01,-8.15658900e-01,-8.16122478e-01,-1.00000000e+00
2.20010000e+04,9.88781790e-06,5.72215658e-06,2.94998813e-06,3.22643122e+02,3.22793472e+02,3.22893527e+02,6.02309825e-05,1.80561940e-04,3.00549918e-04,-8.15589766e-01,-8.16020072e-01,-8.16315927e-01,-1.00000000e+00
2.40010000e+04,6.31038797e-06,3.65187025e-06,1.88267723e-06,3.22772241e+02,3.22868194e+02,3.22932049e+02,6.01068914e-05,1.80237066e-04,3.00148350e-04,-8.15975951e-01,-8.16250572e-01,-8.16439386e-01,-1.00000000e+00
2.60010000e+04,4.02727849e-06,2.33061716e-06,1.20152129e-06,3.22854644e+02,3.22915882e+02,3.22956634e+02,6.00276967e-05,1.80029731e-04,2.99892071e-04,-8.16222414e-01,-8.16397677e-01,-8.16518177e-01,-1.00000000e+00
2.80010000e+04,2.57020204e-06,1.48739577e-06,7.66808772e-07,3.22907234e+02,3.22946316e+02,3.22972324e+02,5.99771548e-05,1.79897411e-04,2.99728514e-04,-8.16379706e-01,-8.16491558e-01,-8.16568462e-01,-1.00000000e+00
3.00010000e+04,1.64029842e-06,9.49253362e-07,4.89376009e-07,3.22940797e+02,3.22965739e+02,3.22982337e+02,5.99448990e-05,1.79812964e-04,2.99624132e-04,-8.16480090e-01,-8.16551474e-01,-8.16600553e-01,-1.00000000e+00
3.20010000e+04,1.04683556e-06,6.05811825e-07,3.12318907e-07,3.22962217e+02,3.22978135e+02,3.22988728e+02,5.99243135e-05,1.79759071e-04,2.99557516e-04,-8.16544154e-01,-8.16589711e-01,-8.16621034e-01,-1.00000000e+00
3.40010000e+04,6.68088614e-07,3.86628040e-07,1.99321377e-07,3.22975887e+02,3.22986046e+02,3.22992806e+02,5.99111758e-05,1.79724676e-04,2.99515001e-04,-8.16585040e-01,-8.16614115e-01,-8.16634105e-01,-1.00000000e+00
3.60010000e+04,4.26372978e-07,2.46745335e-07,1.27206552e-07,3.22984611e+02,3.22991094e+02,3.22995409e+02,5.99027913e-05,1.79702725e-04,2.99487869e-04,-8.16611133e-01,-8.16629689e-01,-8.16642446e-01,-1.00000000e+00
3.80010000e+04,2.72110484e-07,1.57472438e-07,8.11829976e-08,3.22990179e+02,3.22994316e+02,3.22997070e+02,5.98974404e-05,1.79688716e-04,2.99470553e-04,-8.16627786e-01,-8.16639628e-01,-8.16647770e-01,-1.00000000e+00
4.00010000e+04,1.73660432e-07,1.00498633e-07,5.18108462e-08,3.22993732e+02,3.22996373e+02,3.22998130e+02,5.98940255e-05,1.79679775e-04,2.99459502e-04,-8.16638414e-01,-8.16645971e-01,-8.16651168e-01,-1.00000000e+00
4.20010000e+04,1.10829782e-07,6.41380507e-08,3.30655909e-08,3.22996000e+02,3.22997685e+02,3.22998807e+02,5.98918460e-05,1.79674070e-04,2.99452449e-04,-8.16645197e-01,-8.16650020e-01,-8.16653336e-01,-1.00000000e+00
4.40010000e+04,7.07313719e-08,4.09327911e-08,2.11024019e-08,3.22997447e+02,3.22998523e+02,3.22999238e+02,5.98904551e-05,1.79670428e-04,2.99447948e-04,-8.16649525e-01,-8.16652603e-01,-8.16654720e-01,-1.00000000e+00
4.60010000e+04,4.51406371e-08,2.61232353e-08,1.34675158e-08,3.22998371e+02,3.22999057e+02,3.22999514e+02,5.98895675e-05,1.79668104e-04,2.99445075e-04,-8.16652288e-01,-8.16654252e-01,-8.16655603e-01,-1.00000000e+00
4.80010000e+04,2.88086751e-08,1.66718027e-08,8.59494484e-09,3.22998960e+02,3.22999398e+02,3.22999690e+02,5.98890010e-05,1.79666621e-04,2.99443242e-04,-8.16654051e-01,-8.16655304e-01,-8.16656166e-01,-1.00000000e+00
5.00010000e+04,1.83856458e-08,1.06399152e-08,5.48527869e-09,3.22999336e+02,3.22999616e+02,3.22999802e+02,5.98886394e-05,1.79665675e-04,2.99442072e-04,-8.16655176e-01,-8.16655976e-01,-8.16656526e-01,-1.00000000e+00
5.20010000e+04,1.17336868e-08,6.79037513e-09,3.50069519e-09,3.22999576e+02,3.22999755e+02,3.22999874e+02,5.98884087e-05,1.79665071e-04,2.99441325e-04,-8.16655894e-01,-8.16656405e-01,-8.16656756e-01,-1.00000000e+00
5.40010000e+04,7.48841827e-09,4.33360548e-09,2.23413752e-09,3.22999730e+02,3.22999844e+02,3.22999919e+02,5.98882614e-05,1.79664685e-04,2.99440849e-04,-8.16656352e-01,-8.16656678e-01,-8.16656902e-01,-1.00000000e+00
5.60010000e+04,4.77909541e-09,2.76569942e-09,1.42582265e-09,3.22999828e+02,3.22999900e+02,3.22999949e+02,5.98881674e-05,1.79664439e-04,2.99440545e-04,-8.16656645e-01,-8.16656853e-01,-8.16656996e-01,-1.00000000e+00
5.80010000e+04,3.05001039e-09,1.76506456e-09,9.09957534e-10,3.22999890e+02,3.22999936e+02,3.22999967e+02,5.98881075e-05,1.79664282e-04,2.99440351e-04,-8.16656831e-01,-8.16656964e-01,-8.16657055e-01,-1.00000000e+00
6.00010000e+04,1.94651114e-09,1.12646103e-09,5.80733264e-10,3.22999930e+02,3.22999959e+02,3.22999979e+02,5.98880692e-05,1.79664182e-04,2.99440227e-04,-8.16656951e-01,-8.16657035e-01,-8.16657093e-01,-1.00000000e+00
6.20010000e+04,1.24226002e-09,7.18905470e-10,3.70622960e-10,3.22999955e+02,3.22999974e+02,3.22999987e+02,5.98880447e-05,1.79664118e-04,2.99440148e-04,-8.16657027e-01,-8.16657081e-01,-8.16657118e-01,-1.00000000e+00
6.40010000e+04,7.92808172e-10,4.58804221e-10,2.36530931e-10,3.22999971e+02,3.22999983e+02,3.22999991e+02,5.98880292e-05,1.79664077e-04,2.99440097e-04,-8.16657075e-01,-8.16657110e-01,-8.16657133e-01,-1.00000000e+00
6.60010000e+04,5.05968714e-10,2.92808001e-10,1.50953598e-10,3.22999982e+02,3.22999989e+02,3.22999995e+02,5.98880192e-05,1.79664051e-04,2.99440065e-04,-8.16657106e-01,-8.16657128e-01,-8.16657143e-01,-1.00000000e+00
6.80010000e+04,3.22908257e-10,1.86869493e-10,9.63382893e-11,3.22999988e+02,3.22999993e+02,3.22999997e+02,5.98880129e-05,1.79664034e-04,2.99440045e-04,-8.16657126e-01,-8.16657140e-01,-8.16657149e-01,-1.00000000e+00
7.00010000e+04,2.06079631e-10,1.19259869e-10,6.14829699e-11,3.22999993e+02,3.22999996e+02,3.22999998e+02,5.98880088e-05,1.79664024e-04,2.99440031e-04,-8.16657138e-01,-8.16657147e-01,-8.16657154e-01,-1.00000000e+00
7.20010000e+04,1.31519666e-10,7.61114449e-11,3.92383289e-11,3.22999995e+02,3.22999997e+02,3.22999999e+02,5.98880062e-05,1.79664017e-04,2.99440023e-04,-8.16657146e-01,-8.16657152e-01,-8.16657156e-01,-1.00000000e+00
7.40010000e+04,8.39355610e-11,4.85741606e-11,2.50418163e-11,3.22999997e+02,3.22999998e+02,3.22999999e+02,5.98880046e-05,1.79664013e-04,2.99440018e-04,-8.16657152e-01,-8.16657155e-01,-8.16657158e-01,-1.00000000e+00
7.60010000e+04,5.35675402e-11,3.09999480e-11,1.59816455e-11,3.22999998e+02,3.22999999e+02,3.22999999e+02,5.98880035e-05,1.79664010e-04,2.99440014e-04,-8.16657155e-01,-8.16657157e-01,-8.16657159e-01,-1.00000000e+00
7.80010000e+04,3.41867217e-11,1.97841229e-11,1.01994647e-11,3.22999999e+02,3.22999999e+02,3.23000000e+02,5.98880028e-05,1.79664008e-04,2.99440012e-04,-8.16657157e-01,-8.16657158e-01,-8.16657159e-01,-1.00000000e+00
8.00010000e+04,2.18178806e-11,1.26261747e-11,6.50927039e-12,3.22999999e+02,3.23000000e+02,3.23000000e+02,5.98880024e-05,1.79664007e-04,2.99440011e-04,-8.16657158e-01,-8.16657159e-01,-8.16657160e-01,-1.00000000e+00
8.20010000e+04,1.39241861e-11,8.05803191e-12,4.15421838e-12,3.22999999e+02,3.23000000e+02,3.23000000e+02,5.98880021e-05,1.79664006e-04,2.99440010e-04,-8.16657159e-01,-8.16657160e-01,-8.16657160e-01,-1.00000000e+00
8.40010000e+04,8.88640578e-12,5.14264236e-12,2.65122849e-12,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880020e-05,1.79664006e-04,2.99440009e-04,-8.16657160e-01,-8.16657160e-01,-8.16657160e-01,-1.00000000e+00
8.60010000e+04,5.67121843e-12,3.28197650e-12,1.69198394e-12,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880019e-05,1.79664005e-04,2.99440009e-04,-8.16657160e-01,-8.16657160e-01,-8.16657160e-01,-1.00000000e+00
8.80010000e+04,3.61933802e-12,2.09453453e-12,1.07981039e-12,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880018e-05,1.79664005e-04,2.99440009e-04,-8.16657160e-01,-8.16657160e-01,-8.16657161e-01,-1.00000000e+00
9.00010000e+04,2.30991390e-12,1.33676211e-12,6.89149977e-13,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880017e-05,1.79664005e-04,2.99440009e-04,-8.16657160e-01,-8.16657160e-01,-8.16657161e-01,-1.00000000e+00
9.20010000e+04,1.47410565e-12,8.53068065e-13,4.39785839e-13,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880017e-05,1.79664005e-04,2.99440008e-04,-8.16657160e-01,-8.16657161e-01,-8.16657161e-01,-1.00000000e+00
9.40010000e+04,9.40858832e-13,5.44481789e-13,2.80703127e-13,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880017e-05,1.79664005e-04,2.99440008e-04,-8.16657161e-01,-8.16657161e-01,-8.16657161e-01,-1.00000000e+00
9.60010000e+04,6.00438086e-13,3.47477670e-13,1.79137677e-13,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880017e-05,1.79664005e-04,2.99440008e-04,-8.16657161e-01,-8.16657161e-01,-8.16657161e-01,-1.00000000e+00
9.80010000e+04,3.83251259e-13,2.21794598e-13,1.14343826e-13,3.23000000e+02,3.23000000e+02,3.23000000e+02,5.98880017e-05,1.79664005e-04,2.99440008e-04,-8.16657161e-01,-8.16657161e-01,-8.16657161e-01,-1.00000000e+00
