vtkOriginalCellIds,attribute,perm_0,perm_1,perm_2,poro,vol
0,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,163091
1,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,163082
2,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,163076
3,2,1.26984e-13,1.26984e-13,1.26984e-13,0.184181,163118
4,2,2.08693e-13,2.08693e-13,2.08693e-13,0.201312,163066
5,2,2.49547e-13,2.49547e-13,2.49547e-13,0.209878,163134
6,2,2.71582e-13,2.71582e-13,2.71582e-13,0.213197,163124
7,2,3.00961e-13,3.00961e-13,3.00961e-13,0.217623,163073
8,2,3.08306e-13,3.08306e-13,3.08306e-13,0.218729,163141
342,2,9.4706e-14,9.4706e-14,9.4706e-14,0.178449,101456
343,2,1.14885e-13,1.14885e-13,1.14885e-13,0.182498,101770
344,2,1.956e-13,1.956e-13,1.956e-13,0.198695,102030
345,2,2.56137e-13,2.56137e-13,2.56137e-13,0.210843,102290
346,2,2.56137e-13,2.56137e-13,2.56137e-13,0.210843,102548
347,2,2.6848e-13,2.6848e-13,2.6848e-13,0.212695,102871
348,2,2.93167e-13,2.93167e-13,2.93167e-13,0.2164,103053
349,2,3.0551e-13,3.0551e-13,3.0551e-13,0.218252,103270
350,2,3.0551e-13,3.0551e-13,3.0551e-13,0.218252,103556
351,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,165322
352,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,165373
353,2,8.61291e-14,8.61291e-14,8.61291e-14,0.175615,165323
354,2,1.26984e-13,1.26984e-13,1.26984e-13,0.184181,165350
355,2,2.08693e-13,2.08693e-13,2.08693e-13,0.201312,165364
356,2,2.49547e-13,2.49547e-13,2.49547e-13,0.209878,165370
357,2,2.78927e-13,2.78927e-13,2.78927e-13,0.214304,165424
358,2,3.08306e-13,3.08306e-13,3.08306e-13,0.218729,165379
359,2,3.08306e-13,3.08306e-13,3.08306e-13,0.218729,165423
702,2,8.66405e-14,8.66405e-14,8.66405e-14,0.175822,167629
703,2,8.66405e-14,8.66405e-14,8.66405e-14,0.175822,167617
704,2,8.66405e-14,8.66405e-14,8.66405e-14,0.175822,167646
705,2,1.07068e-13,1.07068e-13,1.07068e-13,0.180105,167678
706,2,1.89391e-13,1.89391e-13,1.89391e-13,0.197284,167737
707,2,2.51288e-13,2.51288e-13,2.51288e-13,0.210179,167727
708,2,2.65978e-13,2.65978e-13,2.65978e-13,0.212392,167780
709,2,2.95375e-13,2.95375e-13,2.95375e-13,0.216795,167770
710,2,3.10083e-13,3.10083e-13,3.10083e-13,0.218984,167814
1053,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,170013
1054,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,170036
1055,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,170055
1056,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,170115
1057,2,1.7009e-13,1.7009e-13,1.7009e-13,0.193255,170113
1058,2,2.53029e-13,2.53029e-13,2.53029e-13,0.210481,170165
1059,2,2.60383e-13,2.60383e-13,2.60383e-13,0.211576,170162
1060,2,2.89799e-13,2.89799e-13,2.89799e-13,0.215955,170193
1061,2,3.11861e-13,3.11861e-13,3.11861e-13,0.21924,170219
1404,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,172457
1405,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,172465
1406,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,172426
1407,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,172458
1408,2,1.7009e-13,1.7009e-13,1.7009e-13,0.193255,172413
1409,2,2.53029e-13,2.53029e-13,2.53029e-13,0.210481,172399
1410,2,2.67737e-13,2.67737e-13,2.67737e-13,0.212671,172361
1411,2,2.97153e-13,2.97153e-13,2.97153e-13,0.21705,172382
1412,2,3.11861e-13,3.11861e-13,3.11861e-13,0.21924,172318
1755,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,175852
1756,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,175753
1757,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,175742
1758,2,1.07886e-13,1.07886e-13,1.07886e-13,0.180336,175779
1759,2,1.90825e-13,1.90825e-13,1.90825e-13,0.197562,175769
1760,2,2.53029e-13,2.53029e-13,2.53029e-13,0.210481,175741
1761,2,2.75091e-13,2.75091e-13,2.75091e-13,0.213766,175738
1762,2,3.04507e-13,3.04507e-13,3.04507e-13,0.218145,175749
1763,2,3.11861e-13,3.11861e-13,3.11861e-13,0.21924,175704
2106,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,180018
2107,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,179972
2108,2,8.71518e-14,8.71518e-14,8.71518e-14,0.176029,179973
2109,2,1.28621e-13,1.28621e-13,1.28621e-13,0.184642,180010
2110,2,2.1156e-13,2.1156e-13,2.1156e-13,0.201868,179950
2111,2,2.53029e-13,2.53029e-13,2.53029e-13,0.210481,180002
2112,2,2.82445e-13,2.82445e-13,2.82445e-13,0.214861,179941
2113,2,3.11861e-13,3.11861e-13,3.11861e-13,0.21924,179995
2114,2,3.11861e-13,3.11861e-13,3.11861e-13,0.21924,179985
2457,2,8.86128e-14,8.86128e-14,8.86128e-14,0.17628,184361
2458,2,8.86128e-14,8.86128e-14,8.86128e-14,0.17628,184375
2459,2,8.86128e-14,8.86128e-14,8.86128e-14,0.17628,184373
2460,2,1.09347e-13,1.09347e-13,1.09347e-13,0.180586,184454
2461,2,1.94047e-13,1.94047e-13,1.94047e-13,0.197955,184434
2462,2,2.58011e-13,2.58011e-13,2.58011e-13,0.211018,184528
2463,2,2.72719e-13,2.72719e-13,2.72719e-13,0.213208,184480
2464,2,3.02088e-13,3.02088e-13,3.02088e-13,0.217581,184622
2465,2,3.1675e-13,3.1675e-13,3.1675e-13,0.219764,184625
2808,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,188808
2809,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,188861
2810,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,188878
2811,2,1.11689e-13,1.11689e-13,1.11689e-13,0.180908,188964
2812,2,1.98148e-13,1.98148e-13,1.98148e-13,0.198421,188979
2813,2,2.62993e-13,2.62993e-13,2.62993e-13,0.211555,189023
2814,2,2.62993e-13,2.62993e-13,2.62993e-13,0.211555,189093
2815,2,2.92315e-13,2.92315e-13,2.92315e-13,0.215921,189088
2816,2,3.21638e-13,3.21638e-13,3.21638e-13,0.220287,189163
3159,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,192593
3160,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,192590
3161,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,192614
3162,2,1.54919e-13,1.54919e-13,1.54919e-13,0.189664,192580
3163,2,2.41378e-13,2.41378e-13,2.41378e-13,0.207177,192549
3164,2,2.62993e-13,2.62993e-13,2.62993e-13,0.211555,192605
3165,2,2.70324e-13,2.70324e-13,2.70324e-13,0.212646,192655
3166,2,2.99646e-13,2.99646e-13,2.99646e-13,0.217012,192604
3167,2,3.21638e-13,3.21638e-13,3.21638e-13,0.220287,192631
3510,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,193831
3511,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,193857
3512,2,9.00738e-14,9.00738e-14,9.00738e-14,0.17653,193905
3513,2,1.76533e-13,1.76533e-13,1.76533e-13,0.194043,193824
3514,2,2.62993e-13,2.62993e-13,2.62993e-13,0.211555,193892
3515,2,2.62993e-13,2.62993e-13,2.62993e-13,0.211555,193868
3516,2,2.77654e-13,2.77654e-13,2.77654e-13,0.213738,193833
3517,2,3.06977e-13,3.06977e-13,3.06977e-13,0.218104,193841
3518,2,3.21638e-13,3.21638e-13,3.21638e-13,0.220287,193853
3861,2,9.07062e-14,9.07062e-14,9.07062e-14,0.176758,193057
3862,2,9.07062e-14,9.07062e-14,9.07062e-14,0.176758,193151
3863,2,9.07062e-14,9.07062e-14,9.07062e-14,0.176758,193127
3864,2,1.55551e-13,1.55551e-13,1.55551e-13,0.189892,193135
3865,2,2.42752e-13,2.42752e-13,2.42752e-13,0.207464,193225
3866,2,2.65108e-13,2.65108e-13,2.65108e-13,0.211901,193228
3867,2,2.79769e-13,2.79769e-13,2.79769e-13,0.214084,193240
3868,2,3.09086e-13,3.09086e-13,3.09086e-13,0.218425,193309
3869,2,3.2374e-13,3.2374e-13,3.2374e-13,0.220583,193361
4212,2,9.1971e-14,9.1971e-14,9.1971e-14,0.177213,192603
4213,2,9.1971e-14,9.1971e-14,9.1971e-14,0.177213,192673
4214,2,9.1971e-14,9.1971e-14,9.1971e-14,0.177213,192679
4215,2,1.35942e-13,1.35942e-13,1.35942e-13,0.186029,192804
4216,2,2.24626e-13,2.24626e-13,2.24626e-13,0.203718,192864
4217,2,2.69339e-13,2.69339e-13,2.69339e-13,0.212592,192931
4218,2,2.76669e-13,2.76669e-13,2.76669e-13,0.213684,193001
4219,2,3.05973e-13,3.05973e-13,3.05973e-13,0.217975,193066
4220,2,3.27946e-13,3.27946e-13,3.27946e-13,0.221175,193137
4563,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192134
4564,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192180
4565,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192234
4566,2,1.37316e-13,1.37316e-13,1.37316e-13,0.186315,192407
4567,2,2.26741e-13,2.26741e-13,2.26741e-13,0.204064,192397
4568,2,2.71454e-13,2.71454e-13,2.71454e-13,0.212938,192502
4569,2,2.71454e-13,2.71454e-13,2.71454e-13,0.212938,192574
4570,2,3.00751e-13,3.00751e-13,3.00751e-13,0.217204,192688
4571,2,3.30048e-13,3.30048e-13,3.30048e-13,0.221471,192687
4914,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192185
4915,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192197
4916,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,192248
4917,2,1.59672e-13,1.59672e-13,1.59672e-13,0.190752,192377
4918,2,2.49098e-13,2.49098e-13,2.49098e-13,0.208501,192313
4919,2,2.71454e-13,2.71454e-13,2.71454e-13,0.212938,192423
4920,2,2.78778e-13,2.78778e-13,2.78778e-13,0.214005,192439
4921,2,3.08075e-13,3.08075e-13,3.08075e-13,0.218271,192512
4922,2,3.30048e-13,3.30048e-13,3.30048e-13,0.221471,192514
5265,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,193284
5266,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,193183
5267,2,9.26034e-14,9.26034e-14,9.26034e-14,0.177441,193216
5268,2,1.82029e-13,1.82029e-13,1.82029e-13,0.195189,193254
5269,2,2.71454e-13,2.71454e-13,2.71454e-13,0.212938,193227
5270,2,2.71454e-13,2.71454e-13,2.71454e-13,0.212938,193205
5271,2,2.93427e-13,2.93427e-13,2.93427e-13,0.216138,193256
5272,2,3.22724e-13,3.22724e-13,3.22724e-13,0.220404,193261
5273,2,3.30048e-13,3.30048e-13,3.30048e-13,0.221471,193258
5616,2,9.32878e-14,9.32878e-14,9.32878e-14,0.177689,194609
5617,2,9.32878e-14,9.32878e-14,9.32878e-14,0.177689,194615
5618,2,9.32878e-14,9.32878e-14,9.32878e-14,0.177689,194647
5619,2,1.60357e-13,1.60357e-13,1.60357e-13,0.191,194723
5620,2,2.50345e-13,2.50345e-13,2.50345e-13,0.208776,194764
5621,2,2.73263e-13,2.73263e-13,2.73263e-13,0.213239,194766
5622,2,2.95236e-13,2.95236e-13,2.95236e-13,0.216439,194877
5623,2,3.24435e-13,3.24435e-13,3.24435e-13,0.220669,194938
5624,2,3.31661e-13,3.31661e-13,3.31661e-13,0.221699,194962
5967,2,9.46566e-14,9.46566e-14,9.46566e-14,0.178184,196288
5968,2,9.46566e-14,9.46566e-14,9.46566e-14,0.178184,196358
5969,2,9.46566e-14,9.46566e-14,9.46566e-14,0.178184,196382
5970,2,1.17013e-13,1.17013e-13,1.17013e-13,0.182621,196510
5971,2,2.08126e-13,2.08126e-13,2.08126e-13,0.200451,196603
5972,2,2.76883e-13,2.76883e-13,2.76883e-13,0.213842,196659
5973,2,2.84207e-13,2.84207e-13,2.84207e-13,0.214909,196762
5974,2,3.1321e-13,3.1321e-13,3.1321e-13,0.219065,196805
5975,2,3.34888e-13,3.34888e-13,3.34888e-13,0.222155,196951
6318,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,198023
6319,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,198104
6320,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,198122
6321,2,1.1826e-13,1.1826e-13,1.1826e-13,0.182896,198177
6322,2,2.09935e-13,2.09935e-13,2.09935e-13,0.200752,198366
6323,2,2.78692e-13,2.78692e-13,2.78692e-13,0.214144,198394
6324,2,2.78692e-13,2.78692e-13,2.78692e-13,0.214144,198517
6325,2,3.07597e-13,3.07597e-13,3.07597e-13,0.218263,198577
6326,2,3.36502e-13,3.36502e-13,3.36502e-13,0.222383,198647
6669,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,199616
6670,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,199610
6671,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,199628
6672,2,1.41179e-13,1.41179e-13,1.41179e-13,0.18736,199693
6673,2,2.32854e-13,2.32854e-13,2.32854e-13,0.205216,199816
6674,2,2.78692e-13,2.78692e-13,2.78692e-13,0.214144,199815
6675,2,2.85918e-13,2.85918e-13,2.85918e-13,0.215174,199946
6676,2,3.14823e-13,3.14823e-13,3.14823e-13,0.219293,200005
6677,2,3.36502e-13,3.36502e-13,3.36502e-13,0.222383,200032
7020,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,200858
7021,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,200776
7022,2,9.5341e-14,9.5341e-14,9.5341e-14,0.178432,200802
7023,2,1.64098e-13,1.64098e-13,1.64098e-13,0.191824,200918
7024,2,2.55773e-13,2.55773e-13,2.55773e-13,0.20968,200936
7025,2,2.78692e-13,2.78692e-13,2.78692e-13,0.214144,200964
7026,2,2.93145e-13,2.93145e-13,2.93145e-13,0.216204,201054
7027,2,3.22049e-13,3.22049e-13,3.22049e-13,0.220323,201126
7028,2,3.36502e-13,3.36502e-13,3.36502e-13,0.222383,201070
7371,2,9.70794e-14,9.70794e-14,9.70794e-14,0.178967,201939
7372,2,9.70794e-14,9.70794e-14,9.70794e-14,0.178967,201861
7373,2,9.70794e-14,9.70794e-14,9.70794e-14,0.178967,201953
7374,2,1.42917e-13,1.42917e-13,1.42917e-13,0.187894,202030
7375,2,2.35776e-13,2.35776e-13,2.35776e-13,0.2058,202109
7376,2,2.82797e-13,2.82797e-13,2.82797e-13,0.214779,202148
7377,2,2.90023e-13,2.90023e-13,2.90023e-13,0.215808,202279
7378,2,3.18605e-13,3.18605e-13,3.18605e-13,0.219845,202332
7379,2,3.3996e-13,3.3996e-13,3.3996e-13,0.222853,202374
7722,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,203109
7723,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,203032
7724,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,203172
7725,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,203286
7726,2,1.92859e-13,1.92859e-13,1.92859e-13,0.197457,203382
7727,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,203467
7728,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,203627
7729,2,3.1516e-13,3.1516e-13,3.1516e-13,0.219367,203685
7730,2,3.43419e-13,3.43419e-13,3.43419e-13,0.223322,203784
8073,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204421
8074,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204414
8075,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204505
8076,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204613
8077,2,1.92859e-13,1.92859e-13,1.92859e-13,0.197457,204606
8078,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,204739
8079,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,204831
8080,2,3.1516e-13,3.1516e-13,3.1516e-13,0.219367,204963
8081,2,3.43419e-13,3.43419e-13,3.43419e-13,0.223322,204937
8424,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204847
8425,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204885
8426,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204987
8427,2,1.22328e-13,1.22328e-13,1.22328e-13,0.18399,205099
8428,2,2.1637e-13,2.1637e-13,2.1637e-13,0.201946,205174
8429,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,205309
8430,2,2.93966e-13,2.93966e-13,2.93966e-13,0.216402,205412
8431,2,3.22225e-13,3.22225e-13,3.22225e-13,0.220356,205520
8432,2,3.43419e-13,3.43419e-13,3.43419e-13,0.223322,205628
8775,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204788
8776,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204862
8777,2,9.88177e-14,9.88177e-14,9.88177e-14,0.179501,204935
8778,2,1.69349e-13,1.69349e-13,1.69349e-13,0.192968,205049
8779,2,2.63391e-13,2.63391e-13,2.63391e-13,0.210924,205186
8780,2,2.86901e-13,2.86901e-13,2.86901e-13,0.215413,205241
8781,2,3.08095e-13,3.08095e-13,3.08095e-13,0.218379,205327
8782,2,3.36354e-13,3.36354e-13,3.36354e-13,0.222333,205462
8783,2,3.43419e-13,3.43419e-13,3.43419e-13,0.223322,205591
9126,2,1.01374e-13,1.01374e-13,1.01374e-13,0.180336,204452
9127,2,1.01374e-13,1.01374e-13,1.01374e-13,0.180336,204474
9128,2,1.01374e-13,1.01374e-13,1.01374e-13,0.180336,204587
9129,2,1.72577e-13,1.72577e-13,1.72577e-13,0.193807,204749
9130,2,2.67963e-13,2.67963e-13,2.67963e-13,0.211771,204869
9131,2,2.92145e-13,2.92145e-13,2.92145e-13,0.216264,204992
9132,2,3.06275e-13,3.06275e-13,3.06275e-13,0.218241,205048
9133,2,3.33924e-13,3.33924e-13,3.33924e-13,0.22205,205254
9134,2,3.47443e-13,3.47443e-13,3.47443e-13,0.223881,205279
9477,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,204095
9478,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,204044
9479,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,204150
9480,2,1.76477e-13,1.76477e-13,1.76477e-13,0.19465,204216
9481,2,2.73208e-13,2.73208e-13,2.73208e-13,0.212622,204328
9482,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,204480
9483,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,204483
9484,2,3.24428e-13,3.24428e-13,3.24428e-13,0.220777,204616
9485,2,3.51466e-13,3.51466e-13,3.51466e-13,0.22444,204644
9828,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,203766
9829,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,203737
9830,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,203837
9831,2,2.0066e-13,2.0066e-13,2.0066e-13,0.199143,203886
9832,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,203968
9833,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,204073
9834,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,204180
9835,2,3.24428e-13,3.24428e-13,3.24428e-13,0.220777,204206
9836,2,3.51466e-13,3.51466e-13,3.51466e-13,0.22444,204307
10179,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,202068
10180,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,202102
10181,2,1.28113e-13,1.28113e-13,1.28113e-13,0.185664,202250
10182,2,2.24843e-13,2.24843e-13,2.24843e-13,0.203636,202397
10183,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,202468
10184,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,202534
10185,2,3.10909e-13,3.10909e-13,3.10909e-13,0.218946,202722
10186,2,3.37947e-13,3.37947e-13,3.37947e-13,0.222609,202763
10187,2,3.51466e-13,3.51466e-13,3.51466e-13,0.22444,202918
10530,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,199428
10531,2,1.0393e-13,1.0393e-13,1.0393e-13,0.181171,199596
10532,2,1.76477e-13,1.76477e-13,1.76477e-13,0.19465,199739
10533,2,2.73208e-13,2.73208e-13,2.73208e-13,0.212622,199853
10534,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,199992
10535,2,2.9739e-13,2.9739e-13,2.9739e-13,0.217115,200147
10536,2,3.24428e-13,3.24428e-13,3.24428e-13,0.220777,200330
10537,2,3.51466e-13,3.51466e-13,3.51466e-13,0.22444,200425
10538,2,3.51466e-13,3.51466e-13,3.51466e-13,0.22444,200659
10881,2,1.08686e-13,1.08686e-13,1.08686e-13,0.182587,196959
10882,2,1.08686e-13,1.08686e-13,1.08686e-13,0.182587,197114
10883,2,1.57051e-13,1.57051e-13,1.57051e-13,0.191573,197300
10884,2,2.55691e-13,2.55691e-13,2.55691e-13,0.209511,197396
10885,2,3.05966e-13,3.05966e-13,3.05966e-13,0.218463,197582
10886,2,3.05966e-13,3.05966e-13,3.05966e-13,0.218463,197719
10887,2,3.31726e-13,3.31726e-13,3.31726e-13,0.221864,197904
10888,2,3.57487e-13,3.57487e-13,3.57487e-13,0.225266,197997
10889,2,3.57487e-13,3.57487e-13,3.57487e-13,0.225266,198263
11232,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,194119
11233,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,194370
11234,2,1.38579e-13,1.38579e-13,1.38579e-13,0.188479,194550
11235,2,2.39129e-13,2.39129e-13,2.39129e-13,0.206383,194773
11236,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,194942
11237,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,195170
11238,2,3.39024e-13,3.39024e-13,3.39024e-13,0.222951,195342
11239,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,195546
11240,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,195827
11583,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,190742
11584,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,191117
11585,2,1.88854e-13,1.88854e-13,1.88854e-13,0.197431,191264
11586,2,2.89404e-13,2.89404e-13,2.89404e-13,0.215335,191597
11587,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,191761
11588,2,3.20663e-13,3.20663e-13,3.20663e-13,0.220596,192041
11589,2,3.45145e-13,3.45145e-13,3.45145e-13,0.223737,192244
11590,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,192474
11591,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,192835
11934,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,187845
11935,2,1.63717e-13,1.63717e-13,1.63717e-13,0.192955,187976
11936,2,2.64267e-13,2.64267e-13,2.64267e-13,0.210859,188066
11937,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,188207
11938,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,188228
11939,2,3.32904e-13,3.32904e-13,3.32904e-13,0.222166,188319
11940,2,3.57386e-13,3.57386e-13,3.57386e-13,0.225307,188437
11941,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,188490
11942,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,188664
12285,2,1.13442e-13,1.13442e-13,1.13442e-13,0.184003,185442
12286,2,2.13992e-13,2.13992e-13,2.13992e-13,0.201907,185547
12287,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,185609
12288,2,3.14542e-13,3.14542e-13,3.14542e-13,0.219811,185712
12289,2,3.26783e-13,3.26783e-13,3.26783e-13,0.221381,185735
12290,2,3.51266e-13,3.51266e-13,3.51266e-13,0.224522,185865
12291,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,185887
12292,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,185919
12293,2,3.63507e-13,3.63507e-13,3.63507e-13,0.226092,186144
12636,2,7.00583e-14,7.00583e-14,7.00583e-14,0.185836,182858
12637,2,1.20333e-13,1.20333e-13,1.20333e-13,0.194788,183075
12638,2,1.70608e-13,1.70608e-13,1.70608e-13,0.20374,183249
12639,2,1.86578e-13,1.86578e-13,1.86578e-13,0.212648,183447
12640,2,2.14789e-13,2.14789e-13,2.14789e-13,0.223127,183577
12641,2,2.2703e-13,2.2703e-13,2.2703e-13,0.224697,183817
12642,2,2.3187e-13,2.3187e-13,2.3187e-13,0.225926,183930
12643,2,2.3671e-13,2.3671e-13,2.3671e-13,0.227154,184137
12644,2,2.3671e-13,2.3671e-13,2.3671e-13,0.227154,184414
12987,2,2.66745e-14,2.66745e-14,2.66745e-14,0.187669,180063
12988,2,2.66745e-14,2.66745e-14,2.66745e-14,0.187669,180259
12989,2,4.26444e-14,4.26444e-14,4.26444e-14,0.196577,180397
12990,2,7.4584e-14,7.4584e-14,7.4584e-14,0.214394,180653
12991,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,180721
12992,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,180978
12993,2,1.00233e-13,1.00233e-13,1.00233e-13,0.225759,181101
12994,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,181301
12995,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,181531
13338,2,2.66745e-14,2.66745e-14,2.66745e-14,0.187669,177546
13339,2,3.46594e-14,3.46594e-14,3.46594e-14,0.192123,177680
13340,2,6.65991e-14,6.65991e-14,6.65991e-14,0.20994,177756
13341,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,177915
13342,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,178008
13343,2,9.53937e-14,9.53937e-14,9.53937e-14,0.224531,178184
13344,2,1.05073e-13,1.05073e-13,1.05073e-13,0.226987,178251
13345,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,178371
13346,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,178560
13347,2,2.66745e-14,2.66745e-14,2.66745e-14,0.187669,172658
13348,2,4.26444e-14,4.26444e-14,4.26444e-14,0.196577,173221
13349,2,7.4584e-14,7.4584e-14,7.4584e-14,0.214394,173482
13350,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,173714
13351,2,9.05539e-14,9.05539e-14,9.05539e-14,0.223303,173878
13352,2,9.53937e-14,9.53937e-14,9.53937e-14,0.224531,174153
13353,2,1.05073e-13,1.05073e-13,1.05073e-13,0.226987,174344
13354,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,174569
13355,2,1.09913e-13,1.09913e-13,1.09913e-13,0.228215,175100
13356,2,2.68772e-14,2.68772e-14,2.68772e-14,0.188399,169011
13357,2,3.48621e-14,3.48621e-14,3.48621e-14,0.192854,169485
13358,2,5.0832e-14,5.0832e-14,5.0832e-14,0.201762,169703
13359,2,7.56824e-14,7.56824e-14,7.56824e-14,0.215025,169860
13360,2,9.25478e-14,9.25478e-14,9.25478e-14,0.223832,169944
13361,2,9.71155e-14,9.71155e-14,9.71155e-14,0.224984,170162
13362,2,1.06251e-13,1.06251e-13,1.06251e-13,0.227286,170315
13363,2,1.10818e-13,1.10818e-13,1.10818e-13,0.228437,170464
13364,2,1.10818e-13,1.10818e-13,1.10818e-13,0.228437,170888
